Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,29.73,29.73,29.74,29.82,29.83,29.83,29.83,29.83,29.83,29.83,TVTODAY
Reserves,287.93,294.86,349.32,420.14,477.79,606.79,692.35,863.61,842.51,960.66,TVTODAY
Borrowings,56.45,60.17,17.28,6.73,,,,3.15,20.77,17.33,TVTODAY
Other Liabilities,74.83,99.29,102.28,120.32,115.06,139.34,162.26,174.58,200.81,202.07,TVTODAY
Total,448.94,484.05,498.62,577.01,622.68,775.96,884.44,1071.17,1093.92,1209.89,TVTODAY
Net Block,54.9,221.76,215.1,235.22,213.52,199.03,252.34,247.39,244.53,225.95,TVTODAY
Capital Work in Progress,174.58,9.56,1.92,3.08,4.71,4.08,2.27,4.13,0.42,1.33,TVTODAY
Investments,45.67,45.67,45.67,45.67,3.41,34.18,67.71,2.55,2.6,1.9,TVTODAY
Other Assets,173.79,207.06,235.93,293.04,401.04,538.67,562.12,817.1,846.37,980.71,TVTODAY
Total,448.94,484.05,498.62,577.01,622.68,775.96,884.44,1071.17,1093.92,1209.89,TVTODAY
Receivables,89.25,93.93,110.35,136.7,141.16,172.12,178.5,182.58,219.18,199.34,TVTODAY
Inventory,,,,,,,,2.5,1.08,,TVTODAY
Cash & Bank,14.18,31.1,57.04,94.51,169.95,262.47,197.8,290.63,139.95,260.22,TVTODAY
No. of Equity Shares,59456615.0,59456615.0,59488115.0,59648615.0,59653615.0,59653615.0,59653615.0,59653615.0,59668615.0,59668615.0,TVTODAY
New Bonus Shares,,,,,,,,,,,TVTODAY
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,TVTODAY
