Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,31.53,31.53,31.53,31.53,26.3,26.3,24.46,24.46,24.46,24.46,TIIL
Reserves,392.58,445.86,507.2,556.17,514.07,612.09,623.18,725.29,828.09,928.08,TIIL
Borrowings,83.54,90.94,111.58,159.66,262.47,275.54,404.32,506.88,526.61,342.67,TIIL
Other Liabilities,62.3,66.11,91.34,105.43,87.18,104.72,161.72,127.79,184.71,184.63,TIIL
Total,569.95,634.44,741.65,852.79,890.02,1018.65,1213.68,1384.42,1563.87,1479.84,TIIL
Net Block,131.07,111.56,103.66,102.77,114.57,144.27,181.55,246.07,398.16,348.42,TIIL
Capital Work in Progress,1.7,0.15,0.33,3.83,11.96,10.06,30.54,34.64,16.14,7.22,TIIL
Investments,57.6,134.41,158.04,216.01,282.67,300.53,257.5,271.63,275.55,318.61,TIIL
Other Assets,379.58,388.32,479.62,530.18,480.82,563.79,744.09,832.08,874.02,805.59,TIIL
Total,569.95,634.44,741.65,852.79,890.02,1018.65,1213.68,1384.42,1563.87,1479.84,TIIL
Receivables,136.52,175.14,221.62,206.71,178.08,244.23,321.5,365.5,429.07,387.54,TIIL
Inventory,91.58,132.67,123.52,172.36,155.27,187.34,248.81,295.94,291.25,246.09,TIIL
Cash & Bank,10.57,12.39,34.21,49.53,48.19,41.43,39.55,35.74,70.32,51.61,TIIL
No. of Equity Shares,31526750.0,31526750.0,31526750.0,31526750.0,26300000.0,26300000.0,24461687.0,24461687.0,24461687.0,24461687.0,TIIL
New Bonus Shares,,,,,,,,,,,TIIL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TIIL
