Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,3.94,3.94,3.94,4.24,4.62,4.62,24.42,24.42,31.91,31.91,SHAREINDIA
Reserves,6.97,8.61,9.18,13.15,20.28,28.52,48.55,129.56,152.22,226.01,SHAREINDIA
Borrowings,23.02,9.89,11.8,19.01,20.93,30.81,31.59,65.22,85.23,89.3,SHAREINDIA
Other Liabilities,17.4,12.27,20.82,22.07,35.67,40.0,54.29,76.36,126.16,422.39,SHAREINDIA
Total,51.33,34.71,45.74,58.47,81.5,103.95,158.85,295.56,395.52,769.61,SHAREINDIA
Net Block,5.82,6.39,6.31,7.06,7.56,8.27,8.25,35.0,33.06,37.53,SHAREINDIA
Capital Work in Progress,,,,,,,,,,,SHAREINDIA
Investments,4.12,1.59,1.59,4.18,1.18,25.2,40.01,34.02,54.67,84.26,SHAREINDIA
Other Assets,41.39,26.73,37.84,47.23,72.76,70.48,110.59,226.54,307.79,647.82,SHAREINDIA
Total,51.33,34.71,45.74,58.47,81.5,103.95,158.85,295.56,395.52,769.61,SHAREINDIA
Receivables,24.83,15.13,21.68,15.8,18.5,15.22,19.52,11.4,5.82,1.66,SHAREINDIA
Inventory,0.94,0.86,1.81,0.88,2.16,4.6,7.87,20.57,16.28,64.54,SHAREINDIA
Cash & Bank,6.03,3.16,8.49,21.95,33.12,32.97,51.77,114.51,188.19,296.99,SHAREINDIA
No. of Equity Shares,3936547.0,3936547.0,3936547.0,4244947.0,4623147.0,4623147.0,24424588.0,24424588.0,31906588.0,31906588.0,SHAREINDIA
New Bonus Shares,,,,,,,,,,,SHAREINDIA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SHAREINDIA
