Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,392.0,458.14,314.17,,-0.22,-0.09,-0.04,0.68,0.13,0.37,JINDALPHOT
Raw Material Cost,304.78,420.59,288.79,,,,,,,,JINDALPHOT
Change in Inventory,-22.01,10.46,-6.06,,,,,,,,JINDALPHOT
Power and Fuel,0.82,0.77,0.78,,,,,,,,JINDALPHOT
Other Mfr. Exp,15.26,14.64,12.11,,,0.02,0.02,0.02,,,JINDALPHOT
Employee Cost,6.19,6.82,7.53,0.08,0.11,0.21,0.2,0.18,0.19,0.19,JINDALPHOT
Selling and admin,18.7,16.01,44.2,0.07,0.76,0.27,0.19,0.38,0.24,0.2,JINDALPHOT
Other Expenses,-2.29,-2.17,-18.83,0.27,-0.19,4.01,0.05,0.06,0.04,0.02,JINDALPHOT
Other Income,1.13,1.69,2.03,0.25,0.02,5.23,-170.33,1.81,0.07,0.01,JINDALPHOT
Depreciation,1.8,1.79,1.81,0.07,0.07,0.07,0.07,0.07,0.05,0.05,JINDALPHOT
Interest,1.98,5.49,5.43,,0.62,0.57,,3.99,4.35,4.75,JINDALPHOT
Profit before tax,23.88,6.35,-31.68,-0.24,-1.57,-0.01,-170.9,-2.21,-4.67,-4.83,JINDALPHOT
Tax,8.78,3.06,-9.28,,,0.04,0.06,0.63,-1.31,-0.41,JINDALPHOT
Net profit,15.1,3.3,-22.41,-0.24,-1.57,-0.04,-170.96,-2.83,-3.35,-4.42,JINDALPHOT
