Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2186.78,2284.91,2277.46,2470.19,1894.09,1926.95,2557.94,3528.56,3243.54,2659.52,PHILIPCARB
Raw Material Cost,1701.8,1889.63,1856.05,1897.35,1308.94,1221.26,1661.85,2351.96,2185.72,1582.74,PHILIPCARB
Change in Inventory,43.57,26.03,25.54,-43.09,-35.61,-15.28,-8.42,55.4,-3.79,-26.19,PHILIPCARB
Power and Fuel,18.86,15.66,17.14,18.17,22.02,21.65,26.53,28.44,22.96,28.11,PHILIPCARB
Other Mfr. Exp,68.57,69.15,129.62,77.82,42.63,100.43,129.33,156.88,122.69,118.77,PHILIPCARB
Employee Cost,55.44,58.53,63.01,70.27,72.78,82.12,106.37,127.33,145.04,144.23,PHILIPCARB
Selling and admin,87.7,104.73,92.93,95.45,135.52,113.99,148.63,170.82,161.91,153.3,PHILIPCARB
Other Expenses,88.67,98.85,117.84,115.72,110.71,106.59,90.75,125.82,135.45,89.02,PHILIPCARB
Other Income,10.32,8.49,19.65,14.34,16.76,11.96,19.73,19.25,23.12,17.2,PHILIPCARB
Depreciation,48.59,50.79,53.74,57.53,62.15,60.62,60.52,66.38,92.36,110.12,PHILIPCARB
Interest,67.62,72.13,80.23,94.8,72.1,51.45,41.44,36.77,45.9,33.88,PHILIPCARB
Profit before tax,103.42,-40.04,-87.91,14.33,48.39,165.52,303.83,538.81,350.84,390.36,PHILIPCARB
Tax,16.3,-19.4,-1.31,1.69,31.48,96.0,74.04,150.27,67.35,78.09,PHILIPCARB
Net profit,87.12,-20.65,-86.6,12.64,16.91,69.52,229.79,388.53,283.49,312.27,PHILIPCARB
