Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,4277.76,4277.76,4277.76,4277.76,4277.76,6416.63,6416.63,6290.15,6290.15,6290.14,ONGC
Reserves,108678.97,120175.46,132447.25,140323.22,161496.92,179121.75,186968.05,195499.42,186804.65,198268.43,ONGC
Borrowings,4500.0,,,1393.0,,,25592.21,21635.37,23775.69,25443.75,ONGC
Other Liabilities,54639.02,54127.79,63104.53,62586.37,56653.55,62069.74,72631.01,76749.83,87037.78,89124.86,ONGC
Total,172095.75,178581.01,199829.54,208580.35,222428.23,247608.12,291607.9,300174.77,303908.27,319127.18,ONGC
Net Block,21680.15,27483.48,30279.25,31490.73,8600.44,9275.82,9363.57,9817.97,19222.37,20020.71,ONGC
Capital Work in Progress,26879.28,24891.24,25557.79,28579.19,33895.8,34955.9,35383.59,35050.23,36225.54,40949.08,ONGC
Investments,5216.24,9173.05,17204.31,18124.28,39831.03,54149.75,85730.8,84881.54,79085.55,81376.44,ONGC
Other Assets,118320.08,117033.24,126788.19,130386.15,140100.96,149226.65,161129.94,170425.03,169374.81,176780.95,ONGC
Total,172095.75,178581.01,199829.54,208580.35,222428.23,247608.12,291607.9,300174.77,303908.27,319127.18,ONGC
Receivables,6194.82,6863.72,8165.67,13578.27,5431.42,6476.21,7772.64,8439.96,4777.39,7797.33,ONGC
Inventory,5533.59,6158.74,6423.65,6462.76,6176.94,6523.94,7068.64,8170.65,9138.58,9148.07,ONGC
Cash & Bank,20124.56,13218.59,10798.88,2760.07,9956.64,9510.78,1012.7,504.06,968.23,302.55,ONGC
No. of Equity Shares,8555528064.0,8555528060.0,8555528060.0,8555520120.0,8555520120.0,12833265180.0,12833265180.0,12580309206.0,12580309206.0,12580279206.0,ONGC
New Bonus Shares,,,,,,4277745060.0,,,,,ONGC
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,ONGC
