Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,520.41,440.5,367.42,657.55,652.74,673.81,858.96,1120.76,846.2,937.08,VSSL
Raw Material Cost,305.73,280.45,306.33,408.85,325.08,364.22,488.9,834.15,393.61,537.41,VSSL
Change in Inventory,1.71,25.48,-70.19,1.57,-29.91,11.65,19.22,162.43,-144.39,12.25,VSSL
Power and Fuel,66.34,68.78,74.73,103.73,107.56,109.48,127.81,132.35,95.49,116.26,VSSL
Other Mfr. Exp,71.5,70.31,80.66,91.02,73.34,68.67,106.31,153.99,83.4,82.81,VSSL
Employee Cost,22.89,21.32,21.26,28.36,33.74,39.96,47.27,51.73,48.32,59.76,VSSL
Selling and admin,7.69,10.04,3.75,5.21,23.61,25.65,30.62,31.93,29.09,35.26,VSSL
Other Expenses,-2.01,-2.56,15.19,10.39,16.52,15.59,15.34,11.16,12.06,10.75,VSSL
Other Income,2.23,5.6,209.13,7.4,1.29,3.59,6.11,1.84,9.28,9.24,VSSL
Depreciation,4.06,3.98,5.7,13.87,17.03,18.07,21.51,23.92,25.72,30.23,VSSL
Interest,6.6,10.87,11.9,20.21,23.02,28.28,21.43,23.66,25.72,19.71,VSSL
Profit before tax,41.55,8.39,-13.16,-15.12,4.22,19.13,25.1,22.14,-2.32,66.38,VSSL
Tax,15.65,3.54,-3.75,0.01,,,0.06,-0.06,-5.66,22.18,VSSL
Net profit,25.9,4.85,-9.42,-15.13,4.22,19.14,25.04,22.21,3.34,44.19,VSSL
