Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,307.18,307.18,307.18,307.18,308.15,308.15,308.15,309.9,309.9,309.9,INDIACEM
Reserves,3751.56,3782.46,3544.09,3285.92,4672.77,4801.75,4892.18,4929.8,5105.01,5308.06,INDIACEM
Borrowings,2700.95,3022.92,3202.44,3200.72,3154.94,2921.28,3099.86,3270.45,3533.11,2999.46,INDIACEM
Other Liabilities,1481.64,1690.32,1683.12,1517.55,2226.31,2614.1,2398.61,2594.86,2504.41,2256.58,INDIACEM
Total,8241.33,8802.88,8736.83,8311.37,10362.17,10645.28,10698.8,11105.01,11452.43,10874.0,INDIACEM
Net Block,4132.92,4142.05,4161.2,3585.82,7182.41,6972.88,6796.33,6713.05,6825.79,6670.01,INDIACEM
Capital Work in Progress,145.1,339.24,101.3,89.03,92.63,127.81,171.22,177.02,195.8,187.06,INDIACEM
Investments,851.96,957.83,945.54,1585.22,550.7,619.01,588.34,694.62,736.95,746.15,INDIACEM
Other Assets,3111.35,3363.76,3528.79,3051.3,2536.43,2925.58,3142.91,3520.32,3693.89,3270.78,INDIACEM
Total,8241.33,8802.88,8736.83,8311.37,10362.17,10645.28,10698.8,11105.01,11452.43,10874.0,INDIACEM
Receivables,209.82,465.59,422.5,466.1,535.87,508.88,629.47,728.97,716.26,541.24,INDIACEM
Inventory,525.81,496.06,550.93,606.88,599.42,745.0,672.25,823.21,826.26,583.77,INDIACEM
Cash & Bank,2.88,4.74,3.06,3.93,6.67,6.78,8.37,6.73,6.63,6.76,INDIACEM
No. of Equity Shares,307178657.0,307178657.0,307178657.0,307178657.0,307178657.0,307178657.0,308152201.0,309897201.0,309897201.0,309897201.0,INDIACEM
New Bonus Shares,,,,,,,,,,,INDIACEM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,INDIACEM
