Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,12.05,14.08,11.91,8.56,5.99,4.7,5.87,1.97,9.76,17.5,DBSTOCKBRO
Raw Material Cost,,,,,,,,,,,DBSTOCKBRO
Change in Inventory,,,,,,,,,,,DBSTOCKBRO
Power and Fuel,0.21,0.15,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.13,DBSTOCKBRO
Other Mfr. Exp,0.1,0.08,0.1,0.03,0.3,0.05,0.13,0.13,0.18,0.43,DBSTOCKBRO
Employee Cost,1.31,1.18,1.68,1.75,1.83,2.54,2.48,2.37,2.37,2.49,DBSTOCKBRO
Selling and admin,5.05,3.06,3.09,2.38,2.04,1.34,2.05,1.62,1.84,6.65,DBSTOCKBRO
Other Expenses,1.45,0.39,0.02,0.43,0.2,0.01,0.01,0.48,1.22,2.5,DBSTOCKBRO
Other Income,0.02,0.03,0.04,,,,0.01,-0.56,,0.01,DBSTOCKBRO
Depreciation,0.61,0.48,0.31,0.26,0.15,0.11,0.1,0.28,0.31,0.2,DBSTOCKBRO
Interest,0.48,0.65,0.84,0.95,0.25,0.07,0.12,0.18,0.44,0.27,DBSTOCKBRO
Profit before tax,2.86,8.12,5.78,2.63,1.09,0.45,0.87,-3.76,3.28,4.84,DBSTOCKBRO
Tax,0.46,1.46,1.11,0.78,0.38,0.1,0.28,-1.18,1.19,4.55,DBSTOCKBRO
Net profit,2.4,6.66,4.66,1.85,0.7,0.36,0.6,-2.57,2.09,0.29,DBSTOCKBRO
