Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,97.07,147.72,228.21,277.56,299.78,319.67,338.87,362.26,318.19,206.54,WATERBASE
Raw Material Cost,65.49,104.27,155.33,198.43,218.07,249.82,214.37,258.91,205.64,142.94,WATERBASE
Change in Inventory,-3.4,-6.26,-3.47,-1.13,-1.95,11.42,-3.34,11.58,-21.39,3.86,WATERBASE
Power and Fuel,2.49,3.18,5.37,4.74,4.88,6.66,5.99,5.0,4.86,3.79,WATERBASE
Other Mfr. Exp,6.17,10.39,9.48,7.64,8.74,10.56,9.63,10.99,10.31,8.32,WATERBASE
Employee Cost,5.56,6.72,8.62,11.23,14.76,16.67,19.27,21.74,21.21,20.63,WATERBASE
Selling and admin,9.55,13.52,7.06,7.55,8.91,15.3,19.44,20.72,18.33,13.91,WATERBASE
Other Expenses,-6.06,-8.78,15.14,15.9,30.53,1.59,9.22,4.99,4.17,6.59,WATERBASE
Other Income,0.64,0.55,1.37,1.94,-1.37,1.51,1.55,6.05,2.37,2.65,WATERBASE
Depreciation,2.46,2.81,1.8,1.43,3.71,5.49,6.16,6.93,7.14,7.29,WATERBASE
Interest,1.82,2.32,2.87,1.21,4.26,8.6,4.39,3.28,2.62,1.48,WATERBASE
Profit before tax,6.83,7.58,20.44,30.24,2.6,17.91,48.61,47.33,24.89,8.1,WATERBASE
Tax,1.2,1.58,6.87,10.73,0.43,6.34,18.71,16.48,6.35,2.16,WATERBASE
Net profit,5.63,6.01,13.57,19.51,2.17,11.57,29.9,30.85,18.54,5.93,WATERBASE
