Report Date,Unnamed: 1,Unnamed: 2,Unnamed: 3,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Cash from Operating Activity,,,,3.96,3.0,2.4,6.59,-14.83,0.48,16.19,ACCURACY
Cash from Investing Activity,,,,-8.28,-17.18,-5.25,-30.03,-27.37,-9.11,-13.25,ACCURACY
Cash from Financing Activity,,,,4.36,14.21,3.3,23.89,42.55,7.84,1.25,ACCURACY
Net Cash Flow,,,,0.04,0.03,0.45,0.45,0.35,-0.79,4.18,ACCURACY
