Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,13.78,31.86,162.84,93.02,86.98,197.24,175.73,237.93,259.25,313.9,SUNTECK
Raw Material Cost,,,,,,,,,,,SUNTECK
Change in Inventory,,,,,,,,,69.2,-92.31,SUNTECK
Power and Fuel,0.22,0.3,0.45,0.54,0.5,0.51,0.61,0.78,0.73,0.42,SUNTECK
Other Mfr. Exp,1.1,6.78,8.64,4.27,52.33,21.3,36.44,51.44,200.93,95.85,SUNTECK
Employee Cost,1.85,4.32,6.5,5.01,6.39,7.07,7.75,8.31,11.47,17.78,SUNTECK
Selling and admin,1.53,2.42,2.7,3.89,3.64,6.63,4.53,11.27,24.15,24.7,SUNTECK
Other Expenses,0.19,0.41,0.68,1.18,1.1,5.96,3.58,4.81,4.33,5.6,SUNTECK
Other Income,12.86,2.61,8.56,7.74,-18.7,18.44,22.49,70.35,39.1,19.25,SUNTECK
Depreciation,0.36,0.4,0.4,0.68,0.98,0.94,0.92,1.72,2.6,3.14,SUNTECK
Interest,5.43,9.59,9.69,8.34,5.82,13.72,14.41,34.57,43.2,48.67,SUNTECK
Profit before tax,15.96,10.25,142.34,76.85,-2.48,159.55,129.98,195.38,80.14,44.68,SUNTECK
Tax,4.13,3.37,5.0,2.15,-5.34,1.2,6.39,5.04,-6.66,6.84,SUNTECK
Net profit,11.83,6.89,137.34,74.71,2.86,158.35,123.59,190.33,86.8,37.84,SUNTECK
