Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,17.32,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,SOLARINDS
Reserves,252.36,377.54,437.5,505.5,530.19,640.54,741.11,866.95,1003.28,1138.71,SOLARINDS
Borrowings,234.6,231.59,253.64,154.85,175.81,245.81,152.1,171.31,129.1,125.4,SOLARINDS
Other Liabilities,124.82,81.91,111.78,114.16,175.68,145.12,189.52,235.85,233.98,318.24,SOLARINDS
Total,629.1,709.14,821.02,792.61,899.78,1049.57,1100.83,1292.21,1384.46,1600.45,SOLARINDS
Net Block,178.86,233.33,274.58,287.64,351.07,402.75,420.18,470.35,544.8,557.76,SOLARINDS
Capital Work in Progress,19.44,17.33,8.15,20.34,12.12,15.97,34.56,73.88,32.34,129.69,SOLARINDS
Investments,68.43,80.85,69.29,58.6,66.35,102.5,65.52,92.18,129.87,128.53,SOLARINDS
Other Assets,362.37,377.63,469.0,426.03,470.24,528.35,580.57,655.8,677.45,784.47,SOLARINDS
Total,629.1,709.14,821.02,792.61,899.78,1049.57,1100.83,1292.21,1384.46,1600.45,SOLARINDS
Receivables,93.08,104.93,139.87,115.56,132.33,177.81,157.64,185.49,205.96,294.8,SOLARINDS
Inventory,72.52,65.32,70.58,46.3,69.46,77.83,90.66,93.57,100.28,142.75,SOLARINDS
Cash & Bank,19.42,10.09,40.15,18.99,6.32,9.71,9.94,27.31,64.98,47.63,SOLARINDS
No. of Equity Shares,17323816.0,18098011.0,18098011.0,18098011.0,18098011.0,90490055.0,90490055.0,90490055.0,90490055.0,90490055.0,SOLARINDS
New Bonus Shares,,,,,,,,,,,SOLARINDS
Face value,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,SOLARINDS
