Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,1.23,NBIFIN
Reserves,14.34,15.53,17.98,21.83,25.24,105.77,109.61,1708.25,1615.68,2539.97,NBIFIN
Borrowings,0.01,0.01,0.12,0.03,,,,,,,NBIFIN
Other Liabilities,0.16,0.2,0.22,0.27,0.31,0.61,0.44,0.47,0.59,123.35,NBIFIN
Total,15.74,16.97,19.55,23.36,26.78,107.61,111.28,1709.95,1617.5,2664.55,NBIFIN
Net Block,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,NBIFIN
Capital Work in Progress,,,,,,,,,,,NBIFIN
Investments,11.4,14.77,17.66,21.4,22.1,91.76,109.06,1703.66,1613.58,2623.74,NBIFIN
Other Assets,4.34,2.2,1.88,1.95,4.67,15.84,2.21,6.28,3.91,40.8,NBIFIN
Total,15.74,16.97,19.55,23.36,26.78,107.61,111.28,1709.95,1617.5,2664.55,NBIFIN
Receivables,,,,,,,,,,,NBIFIN
Inventory,,,,,,,,,,,NBIFIN
Cash & Bank,0.02,1.52,1.52,1.63,1.68,0.63,1.67,5.85,3.2,39.6,NBIFIN
No. of Equity Shares,1229529.0,1228403.0,1228403.0,1229529.0,1228403.0,1228403.0,2456806.0,2456806.0,2456806.0,2456806.0,NBIFIN
New Bonus Shares,,,,,,,,,,,NBIFIN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,NBIFIN
