Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,78.52,116.71,175.9,217.21,276.23,293.99,411.42,528.69,751.6,833.29,AGARIND
Raw Material Cost,56.42,76.84,133.24,167.56,205.54,223.74,333.94,408.56,643.91,747.75,AGARIND
Change in Inventory,7.88,-3.98,-0.13,4.45,-5.76,11.96,19.53,-13.01,-4.57,25.11,AGARIND
Power and Fuel,0.07,0.27,0.21,0.38,0.36,0.35,0.54,0.45,0.57,0.55,AGARIND
Other Mfr. Exp,0.08,21.59,6.66,9.36,36.85,48.0,57.06,60.85,56.42,50.52,AGARIND
Employee Cost,1.28,1.52,1.92,2.47,3.97,4.1,4.77,4.72,5.23,5.14,AGARIND
Selling and admin,21.56,1.1,20.63,28.04,4.39,3.18,3.47,3.48,5.74,4.44,AGARIND
Other Expenses,0.36,-0.03,-0.36,-2.12,-1.59,0.69,0.75,0.8,2.54,4.34,AGARIND
Other Income,0.94,-0.2,0.63,0.54,0.64,1.15,1.01,0.75,4.54,5.66,AGARIND
Depreciation,3.32,3.9,4.15,4.22,5.21,5.73,8.27,8.33,7.93,11.8,AGARIND
Interest,1.28,2.25,3.63,4.03,6.64,7.21,8.6,9.31,8.99,9.88,AGARIND
Profit before tax,2.97,5.09,6.32,8.26,9.74,14.1,14.56,19.93,20.24,29.64,AGARIND
Tax,0.55,1.73,1.36,2.47,3.01,5.21,4.36,6.72,5.47,8.09,AGARIND
Net profit,2.41,3.36,4.97,5.79,6.73,8.89,10.2,13.21,14.76,21.55,AGARIND
