Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,1.84,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,VINYLINDIA
Reserves,14.21,18.43,23.77,32.8,40.58,45.96,53.66,57.2,59.31,66.25,VINYLINDIA
Borrowings,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,VINYLINDIA
Other Liabilities,33.89,47.28,79.52,68.54,79.89,56.18,115.34,84.19,93.97,200.38,VINYLINDIA
Total,50.43,68.03,105.61,103.66,122.79,104.46,171.32,143.71,155.6,268.95,VINYLINDIA
Net Block,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.2,VINYLINDIA
Capital Work in Progress,,,,,,,,,,,VINYLINDIA
Investments,,7.5,5.1,8.91,45.01,38.55,33.82,2.18,47.42,54.59,VINYLINDIA
Other Assets,50.19,60.29,100.27,94.52,77.55,65.69,137.28,141.31,107.97,214.16,VINYLINDIA
Total,50.43,68.03,105.61,103.66,122.79,104.46,171.32,143.71,155.6,268.95,VINYLINDIA
Receivables,29.18,33.13,52.55,48.04,49.42,45.69,77.55,63.88,45.59,110.73,VINYLINDIA
Inventory,14.62,20.69,36.0,37.74,24.84,17.71,55.35,66.3,47.82,73.22,VINYLINDIA
Cash & Bank,0.95,1.35,6.9,2.69,0.87,0.68,2.04,9.52,11.5,11.76,VINYLINDIA
No. of Equity Shares,18343984.0,18343984.0,18343984.0,18343984.0,18343984.0,18343984.0,18343984.0,18343984.0,18343984.0,18343984.0,VINYLINDIA
New Bonus Shares,,,,,,,,,,,VINYLINDIA
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,VINYLINDIA
