Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,66324.88,28598.05,25268.82,18283.43,12567.73,11706.76,16450.18,28978.85,24134.16,26379.68,MMTC
Raw Material Cost,65165.57,26776.7,22332.69,17098.26,11673.46,12934.0,14602.79,26171.2,23251.09,25024.14,MMTC
Change in Inventory,277.64,-8.78,-572.74,28.42,97.78,1967.94,-652.14,-1453.29,-43.96,-161.85,MMTC
Power and Fuel,2.13,2.44,2.49,2.75,3.9,3.86,3.41,3.27,3.13,2.33,MMTC
Other Mfr. Exp,1166.88,781.06,1211.48,614.71,62.9,126.62,128.02,159.24,117.35,9.27,MMTC
Employee Cost,184.38,202.92,189.5,191.83,201.11,195.67,259.28,221.35,194.37,135.04,MMTC
Selling and admin,47.26,769.75,845.98,404.66,774.25,432.26,772.03,763.87,582.17,1092.55,MMTC
Other Expenses,-3.46,13.15,8.34,52.58,7.91,5.97,5.53,24.31,10.66,9.71,MMTC
Other Income,626.93,60.82,-11.16,148.05,152.44,133.57,54.69,8.03,-12.13,-834.99,MMTC
Depreciation,12.0,11.97,12.42,17.82,5.8,6.68,5.24,5.54,5.65,4.94,MMTC
Interest,578.68,219.94,67.56,17.42,30.71,21.98,17.3,66.22,140.88,199.08,MMTC
Profit before tax,76.01,-127.84,14.46,59.87,57.91,81.23,59.13,118.59,-227.23,-1094.22,MMTC
Tax,5.29,-57.22,-4.18,11.96,3.02,24.17,10.29,37.16,-0.12,-324.53,MMTC
Net profit,70.72,-70.62,18.64,47.91,54.89,57.06,48.84,81.43,-227.11,-769.69,MMTC
