Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,BATAINDIA
Reserves,510.04,636.07,776.74,957.88,1157.82,1261.02,1414.45,1682.27,1832.32,1695.51,BATAINDIA
Borrowings,,,,,,,,,1249.11,1032.28,BATAINDIA
Other Liabilities,349.89,430.1,541.75,615.3,508.31,597.32,666.16,732.11,589.25,541.92,BATAINDIA
Total,924.19,1130.43,1382.75,1637.44,1730.39,1922.6,2144.87,2478.64,3734.94,3333.97,BATAINDIA
Net Block,219.0,241.35,246.24,306.69,302.11,265.95,294.46,314.57,1367.53,1117.63,BATAINDIA
Capital Work in Progress,8.07,18.12,23.71,48.17,19.04,29.84,12.12,17.25,19.86,33.61,BATAINDIA
Investments,4.85,4.85,4.85,4.95,4.95,4.95,4.95,4.95,4.95,4.95,BATAINDIA
Other Assets,692.27,866.11,1107.95,1277.63,1404.29,1621.86,1833.34,2141.87,2342.6,2177.78,BATAINDIA
Total,924.19,1130.43,1382.75,1637.44,1730.39,1922.6,2144.87,2478.64,3734.94,3333.97,BATAINDIA
Receivables,31.39,44.95,50.92,58.42,69.64,67.15,88.63,65.3,61.23,79.37,BATAINDIA
Inventory,391.32,462.09,582.69,704.7,678.9,705.44,762.11,839.09,873.68,608.28,BATAINDIA
Cash & Bank,122.94,187.1,255.73,209.97,340.51,520.91,588.49,839.0,962.35,1093.56,BATAINDIA
No. of Equity Shares,64263770.0,64263770.0,64263770.0,64263770.0,128527540.0,128527540.0,128527540.0,128527540.0,128527540.0,128527540.0,BATAINDIA
New Bonus Shares,,,,,,,,,,,BATAINDIA
Face value,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,BATAINDIA
