Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,SUPERSPIN
Reserves,57.01,64.52,67.84,55.21,49.38,160.74,129.35,120.06,107.77,98.14,SUPERSPIN
Borrowings,142.68,132.43,139.27,125.13,111.78,87.81,73.24,50.85,36.55,33.0,SUPERSPIN
Other Liabilities,53.38,66.11,69.5,71.67,63.24,61.89,84.7,124.44,81.19,45.55,SUPERSPIN
Total,258.57,268.56,282.11,257.51,229.9,315.94,292.79,300.85,231.01,182.19,SUPERSPIN
Net Block,117.19,100.75,95.19,92.94,71.18,219.16,214.75,171.22,153.9,112.55,SUPERSPIN
Capital Work in Progress,,0.32,0.84,,0.01,0.01,,0.13,0.01,,SUPERSPIN
Investments,28.24,28.25,27.31,27.31,27.16,13.27,13.27,13.27,13.27,13.27,SUPERSPIN
Other Assets,113.14,139.24,158.77,137.26,131.55,83.5,64.77,116.23,63.83,56.37,SUPERSPIN
Total,258.57,268.56,282.11,257.51,229.9,315.94,292.79,300.85,231.01,182.19,SUPERSPIN
Receivables,35.1,40.65,43.39,37.7,26.68,12.0,11.95,10.73,9.75,1.15,SUPERSPIN
Inventory,36.27,49.58,62.01,39.79,38.4,32.99,17.82,24.85,12.17,10.15,SUPERSPIN
Cash & Bank,2.68,2.4,2.2,1.31,0.67,1.47,1.58,0.15,0.1,0.03,SUPERSPIN
No. of Equity Shares,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,SUPERSPIN
New Bonus Shares,,,,,,,,,,,SUPERSPIN
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SUPERSPIN
