Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,142.27,158.49,153.09,158.61,110.72,137.29,143.86,168.11,166.96,75.34,SHREYAS
Expenses,134.7,145.32,135.95,153.53,109.85,122.23,125.9,140.15,127.22,41.45,SHREYAS
Other Income,0.27,1.37,0.62,1.29,0.66,3.21,2.1,2.68,71.63,1.73,SHREYAS
Depreciation,4.0,3.98,4.27,5.67,4.52,4.62,4.56,1.31,5.15,3.7,SHREYAS
Interest,5.02,4.97,4.46,5.03,4.33,4.21,4.52,3.61,3.17,2.0,SHREYAS
Profit before tax,-1.18,5.59,9.03,-4.33,-7.32,9.44,10.98,25.72,103.05,29.92,SHREYAS
Tax,0.23,0.3,0.12,,0.39,0.08,0.53,0.34,15.36,0.48,SHREYAS
Net profit,-1.41,5.29,8.91,-4.33,-7.71,9.36,10.45,25.38,87.69,29.44,SHREYAS
Operating Profit,7.57,13.17,17.14,5.08,0.87,15.06,17.96,27.96,39.74,33.89,SHREYAS
