Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,676.74,949.28,971.49,1055.82,980.05,1093.01,1270.45,1656.83,1635.86,1572.12,GOODLUCK
Raw Material Cost,540.2,755.24,767.22,828.11,705.5,818.74,942.94,1302.13,1158.03,1153.72,GOODLUCK
Change in Inventory,12.99,13.82,12.96,8.5,22.71,40.17,3.76,56.72,-10.17,33.87,GOODLUCK
Power and Fuel,17.62,25.4,25.27,26.92,31.61,31.33,26.17,58.04,61.32,59.17,GOODLUCK
Other Mfr. Exp,31.34,45.11,51.11,56.36,65.0,73.52,71.17,78.7,103.01,102.1,GOODLUCK
Employee Cost,23.3,29.59,34.35,38.19,45.66,57.28,58.28,71.01,83.38,73.59,GOODLUCK
Selling and admin,34.52,60.75,59.62,56.45,61.32,63.74,74.69,73.67,88.79,97.51,GOODLUCK
Other Expenses,4.08,-3.19,2.49,0.37,3.1,1.54,2.09,2.68,3.23,3.34,GOODLUCK
Other Income,13.84,24.22,26.59,27.07,11.49,5.48,2.43,1.19,3.53,5.82,GOODLUCK
Depreciation,5.21,7.06,7.56,11.31,14.89,17.54,19.88,23.64,26.35,27.5,GOODLUCK
Interest,19.21,34.41,35.38,37.31,39.35,48.1,56.25,60.76,60.18,54.68,GOODLUCK
Profit before tax,28.09,32.95,28.04,36.37,47.82,26.87,25.17,44.11,44.93,40.2,GOODLUCK
Tax,7.98,11.01,10.32,8.8,14.61,7.12,10.42,13.53,11.05,10.14,GOODLUCK
Net profit,20.11,21.94,17.71,27.57,33.21,19.75,14.75,30.58,33.88,30.05,GOODLUCK
