Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,PBAINFRA
Reserves,104.93,106.28,103.53,84.66,59.72,30.14,-10.09,-3.07,0.21,1.71,PBAINFRA
Borrowings,215.29,211.67,231.9,288.43,379.98,385.71,447.62,436.65,438.17,430.54,PBAINFRA
Other Liabilities,159.64,169.21,170.79,160.5,115.65,90.97,82.31,45.35,43.5,34.8,PBAINFRA
Total,493.36,500.66,519.72,547.09,568.85,520.32,533.34,492.43,495.38,480.55,PBAINFRA
Net Block,98.57,90.88,82.67,75.66,68.65,58.66,53.77,49.08,44.26,39.44,PBAINFRA
Capital Work in Progress,,,,,,,,,,,PBAINFRA
Investments,0.01,4.21,15.95,15.98,15.98,15.98,28.68,28.68,28.68,28.68,PBAINFRA
Other Assets,394.78,405.57,421.1,455.45,484.22,445.68,450.89,414.67,422.44,412.43,PBAINFRA
Total,493.36,500.66,519.72,547.09,568.85,520.32,533.34,492.43,495.38,480.55,PBAINFRA
Receivables,151.36,140.94,130.46,149.35,217.25,105.69,99.25,32.03,14.75,1.52,PBAINFRA
Inventory,90.4,93.96,94.0,96.46,118.73,121.73,129.12,147.94,160.31,168.23,PBAINFRA
Cash & Bank,19.92,27.87,18.24,14.46,11.43,6.38,5.07,5.82,7.68,7.4,PBAINFRA
No. of Equity Shares,13500562.0,13500562.0,13500562.0,13500562.0,13500562.0,13500562.0,13500562.0,13500562.0,13500562.0,13500562.0,PBAINFRA
New Bonus Shares,,,,,,,,,,,PBAINFRA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PBAINFRA
