Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,4.85,4.85,4.85,7.15,7.15,14.3,14.3,14.3,14.3,14.3,ALANKIT
Reserves,1.33,1.82,1.96,24.47,27.94,32.42,48.33,58.11,71.35,78.2,ALANKIT
Borrowings,,,,,,5.0,4.92,13.81,13.1,14.54,ALANKIT
Other Liabilities,2.09,,0.07,1.08,15.91,25.75,53.89,46.48,62.35,48.34,ALANKIT
Total,8.27,6.67,6.88,32.7,51.0,77.47,121.44,132.7,161.1,155.38,ALANKIT
Net Block,0.54,,,1.05,28.28,27.58,35.08,50.56,47.32,65.03,ALANKIT
Capital Work in Progress,,,,,,,15.62,16.44,17.42,,ALANKIT
Investments,0.28,0.66,3.01,7.69,6.29,7.78,20.85,21.93,28.39,40.69,ALANKIT
Other Assets,7.45,6.01,3.87,23.96,16.43,42.11,49.89,43.77,67.97,49.66,ALANKIT
Total,8.27,6.67,6.88,32.7,51.0,77.47,121.44,132.7,161.1,155.38,ALANKIT
Receivables,3.08,0.66,0.02,0.61,5.7,12.55,14.05,27.29,36.6,34.32,ALANKIT
Inventory,3.34,2.17,1.2,0.9,1.76,3.34,2.87,5.85,2.79,2.46,ALANKIT
Cash & Bank,0.55,0.83,0.52,6.1,5.96,8.64,4.31,3.76,6.51,2.89,ALANKIT
No. of Equity Shares,4847905.0,4847905.0,4847905.0,7147905.0,35739525.0,142958100.0,142958100.0,142958100.0,142958100.0,142958100.0,ALANKIT
New Bonus Shares,,,,,,71479050.0,,,,,ALANKIT
Face value,10.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,ALANKIT
