Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,6.94,6.94,6.94,6.94,6.94,6.94,18.88,18.88,18.88,18.92,IRIS
Reserves,12.26,18.11,26.1,28.74,22.99,13.22,12.62,7.36,8.88,12.27,IRIS
Borrowings,3.31,15.11,9.38,9.01,17.7,17.54,15.92,12.82,11.03,6.23,IRIS
Other Liabilities,9.37,16.88,18.77,18.58,16.35,22.79,27.54,25.71,20.2,19.98,IRIS
Total,31.88,57.04,61.19,63.27,63.98,60.49,74.96,64.77,58.99,57.4,IRIS
Net Block,12.26,20.26,27.41,21.8,17.42,20.09,20.06,34.44,26.61,21.57,IRIS
Capital Work in Progress,3.12,8.3,,8.36,20.08,17.69,17.33,,0.33,,IRIS
Investments,1.26,1.26,1.19,1.15,1.22,1.22,-0.09,-0.09,2.71,2.71,IRIS
Other Assets,15.24,27.22,32.59,31.96,25.26,21.49,37.66,30.42,29.34,33.12,IRIS
Total,31.88,57.04,61.19,63.27,63.98,60.49,74.96,64.77,58.99,57.4,IRIS
Receivables,8.46,9.48,15.15,10.77,5.64,7.71,13.35,11.87,16.42,12.98,IRIS
Inventory,,,,,,,,,,,IRIS
Cash & Bank,3.17,8.85,3.95,2.05,5.85,0.1,8.26,5.78,1.31,6.89,IRIS
No. of Equity Shares,6937581.0,6937581.0,6937581.0,6937581.0,6937581.0,6937581.0,18879162.0,18879162.0,18879162.0,18923162.0,IRIS
New Bonus Shares,,,,,,,,,,,IRIS
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,IRIS
