Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1273.29,1303.56,1152.12,1560.99,2014.16,1689.11,1856.58,3096.87,4877.93,4925.42,PNCINFRA
Raw Material Cost,353.06,366.79,371.55,631.73,879.47,816.8,850.37,1459.32,2161.05,2247.89,PNCINFRA
Change in Inventory,-51.61,-2.02,-9.85,60.08,-34.51,-24.81,,,,,PNCINFRA
Power and Fuel,1.59,3.52,1.64,3.11,2.54,2.26,4.04,5.2,7.85,9.49,PNCINFRA
Other Mfr. Exp,621.24,662.03,483.98,619.47,617.09,389.84,429.6,727.68,1336.49,1388.97,PNCINFRA
Employee Cost,42.36,47.28,57.7,73.78,83.57,100.42,124.04,192.4,265.19,279.15,PNCINFRA
Selling and admin,46.56,61.92,69.96,69.77,121.48,123.69,111.11,238.88,320.52,304.14,PNCINFRA
Other Expenses,3.62,3.17,15.47,6.42,9.48,8.72,18.59,16.05,22.03,22.98,PNCINFRA
Other Income,6.67,3.11,10.5,13.66,25.34,45.0,23.02,43.04,88.0,75.2,PNCINFRA
Depreciation,18.88,22.84,24.83,36.37,57.04,53.33,77.2,92.24,126.38,112.38,PNCINFRA
Interest,24.0,23.48,23.41,46.24,39.94,20.31,30.72,64.09,114.4,77.11,PNCINFRA
Profit before tax,117.04,113.62,104.23,147.84,194.38,193.93,233.93,344.05,612.02,558.51,PNCINFRA
Tax,38.66,37.12,34.09,47.48,-40.19,-15.76,-17.12,19.13,151.72,196.56,PNCINFRA
Net profit,78.38,76.5,70.15,100.36,234.57,209.69,251.04,324.91,460.3,361.95,PNCINFRA
