Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,82.93,85.76,116.28,128.35,129.07,128.61,164.28,166.61,182.27,205.59,DYNPRO
Raw Material Cost,55.68,52.48,66.71,79.73,71.05,67.52,85.93,98.0,106.97,110.04,DYNPRO
Change in Inventory,7.44,0.74,0.2,6.65,-4.39,3.16,-1.38,3.37,7.52,-2.15,DYNPRO
Power and Fuel,8.96,10.07,12.35,15.18,14.05,12.19,14.27,11.75,13.62,13.65,DYNPRO
Other Mfr. Exp,9.27,8.97,11.0,14.17,13.68,16.68,19.84,17.69,18.87,21.33,DYNPRO
Employee Cost,3.35,3.34,4.06,5.02,5.96,6.58,8.04,8.51,9.8,11.32,DYNPRO
Selling and admin,2.08,2.11,2.43,2.87,2.98,2.75,2.9,2.8,3.56,3.03,DYNPRO
Other Expenses,0.03,0.06,1.11,0.22,0.23,0.78,0.71,1.49,0.71,0.59,DYNPRO
Other Income,0.22,0.52,0.18,0.28,-0.02,,0.2,0.18,0.83,0.52,DYNPRO
Depreciation,1.63,1.75,1.81,3.02,3.14,3.17,3.32,3.35,3.41,3.44,DYNPRO
Interest,1.6,1.56,1.37,2.25,2.09,1.5,1.19,1.17,1.57,2.28,DYNPRO
Profit before tax,7.99,6.68,15.82,12.82,11.48,20.6,26.9,25.4,32.11,38.28,DYNPRO
Tax,2.69,2.35,5.6,3.47,3.96,7.11,9.4,7.44,7.98,9.79,DYNPRO
Net profit,5.3,4.33,10.23,9.34,7.52,13.49,17.51,17.96,24.13,28.49,DYNPRO
