Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,24.17,26.01,26.01,310.96,352.23,352.23,352.23,352.23,352.23,352.23,SADBHIN
Reserves,665.97,800.66,801.47,532.63,944.13,937.28,996.5,1031.93,1395.86,1417.63,SADBHIN
Borrowings,124.79,347.56,671.31,1257.91,1082.67,1286.52,1365.65,1635.26,824.1,878.95,SADBHIN
Other Liabilities,70.6,55.14,91.56,102.64,116.12,200.51,397.84,398.23,459.25,445.32,SADBHIN
Total,885.53,1229.37,1590.35,2204.14,2495.15,2776.54,3112.22,3417.65,3031.44,3094.13,SADBHIN
Net Block,1.65,1.52,1.41,1.28,0.05,1.13,0.47,0.45,0.4,0.41,SADBHIN
Capital Work in Progress,,,,,,,,,,,SADBHIN
Investments,194.41,211.0,313.32,414.36,2133.95,2256.52,2423.27,2621.47,2594.51,2718.89,SADBHIN
Other Assets,689.47,1016.85,1275.62,1788.5,361.15,518.89,688.48,795.73,436.53,374.83,SADBHIN
Total,885.53,1229.37,1590.35,2204.14,2495.15,2776.54,3112.22,3417.65,3031.44,3094.13,SADBHIN
Receivables,7.64,11.43,59.78,40.84,37.12,67.47,120.58,146.77,136.42,152.79,SADBHIN
Inventory,,,,,0.43,,,,,,SADBHIN
Cash & Bank,0.48,0.02,1.08,3.61,6.71,5.68,3.47,0.44,31.08,4.13,SADBHIN
No. of Equity Shares,24172254.0,26007170.0,26007170.0,310963080.0,352225216.0,352225216.0,352225216.0,352225216.0,352225216.0,352225216.0,SADBHIN
New Bonus Shares,,,,282693710.0,,,,,,,SADBHIN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SADBHIN
