,date,open,high,low,close,volume,Company_Name
0,2021-01-01 00:00:00+05:30,1703.0,1736.45,1685.15,1720.65,18196,AAVAS
1,2021-01-04 00:00:00+05:30,1748.8,1939.0,1673.6,1867.05,79683,AAVAS
2,2021-01-05 00:00:00+05:30,1872.0,2117.95,1872.0,2021.7,266074,AAVAS
3,2021-01-06 00:00:00+05:30,2040.9,2053.0,1886.1,1910.3,226683,AAVAS
4,2021-01-07 00:00:00+05:30,1929.2,1930.0,1871.0,1891.3,119379,AAVAS
5,2021-01-08 00:00:00+05:30,1896.0,1948.0,1896.0,1933.1,148479,AAVAS
6,2021-01-11 00:00:00+05:30,1940.0,1968.0,1902.65,1940.85,41997,AAVAS
7,2021-01-12 00:00:00+05:30,1938.0,1990.0,1914.45,1965.4,433025,AAVAS
8,2021-01-13 00:00:00+05:30,1985.0,2034.95,1961.0,1989.9,95717,AAVAS
9,2021-01-14 00:00:00+05:30,1980.0,1980.0,1911.0,1927.65,71011,AAVAS
10,2021-01-15 00:00:00+05:30,1945.0,1947.0,1866.95,1893.4,52781,AAVAS
11,2021-01-18 00:00:00+05:30,1899.8,1949.0,1872.0,1917.05,50854,AAVAS
12,2021-01-19 00:00:00+05:30,1910.0,1960.8,1872.15,1902.65,126910,AAVAS
13,2021-01-20 00:00:00+05:30,1915.0,1957.1,1910.0,1925.65,108077,AAVAS
14,2021-01-21 00:00:00+05:30,1930.0,1981.0,1905.15,1928.1,675405,AAVAS
15,2021-01-22 00:00:00+05:30,1954.35,1954.4,1844.05,1857.3,139276,AAVAS
16,2021-01-25 00:00:00+05:30,1870.0,1870.0,1755.55,1777.2,68163,AAVAS
17,2021-01-27 00:00:00+05:30,1825.0,1875.0,1777.0,1853.05,78320,AAVAS
18,2021-01-28 00:00:00+05:30,1811.0,1859.95,1777.0,1823.65,46482,AAVAS
19,2021-01-29 00:00:00+05:30,1832.65,1833.0,1780.0,1807.75,62169,AAVAS
20,2021-02-01 00:00:00+05:30,1810.0,1958.0,1780.15,1901.9,93431,AAVAS
21,2021-02-02 00:00:00+05:30,1914.0,1999.0,1885.0,1982.2,91738,AAVAS
22,2021-02-03 00:00:00+05:30,1999.85,2000.0,1910.0,1943.85,90777,AAVAS
23,2021-02-04 00:00:00+05:30,1942.7,1998.0,1905.05,1987.25,48490,AAVAS
24,2021-02-05 00:00:00+05:30,1988.25,2021.0,1955.05,1996.5,48554,AAVAS
25,2021-02-08 00:00:00+05:30,2004.8,2089.0,1942.45,2067.2,259307,AAVAS
26,2021-02-09 00:00:00+05:30,2085.1,2323.0,2074.4,2261.1,491994,AAVAS
27,2021-02-10 00:00:00+05:30,2275.0,2380.0,2266.0,2353.6,207699,AAVAS
28,2021-02-11 00:00:00+05:30,2380.0,2380.4,2262.6,2364.55,159846,AAVAS
29,2021-02-12 00:00:00+05:30,2370.0,2370.0,2277.1,2300.2,95779,AAVAS
30,2021-02-15 00:00:00+05:30,2339.95,2356.25,2212.3,2228.55,80727,AAVAS
31,2021-02-16 00:00:00+05:30,2260.0,2262.0,2193.9,2212.9,72030,AAVAS
32,2021-02-17 00:00:00+05:30,2245.0,2289.0,2161.0,2251.85,74782,AAVAS
33,2021-02-18 00:00:00+05:30,2260.0,2316.6,2205.25,2236.85,34891,AAVAS
34,2021-02-19 00:00:00+05:30,2236.0,2303.5,2184.0,2275.75,38596,AAVAS
35,2021-02-22 00:00:00+05:30,2287.7,2291.8,2196.05,2242.4,68613,AAVAS
36,2021-02-23 00:00:00+05:30,2250.0,2261.35,2152.0,2204.55,57665,AAVAS
37,2021-02-24 00:00:00+05:30,2214.0,2216.85,2160.0,2190.2,27940,AAVAS
38,2021-02-25 00:00:00+05:30,2201.7,2290.0,2201.7,2253.7,137948,AAVAS
39,2021-02-26 00:00:00+05:30,2245.05,2274.5,2165.95,2255.55,54426,AAVAS
40,2021-03-01 00:00:00+05:30,2288.0,2288.0,2250.95,2264.75,43000,AAVAS
41,2021-03-02 00:00:00+05:30,2279.95,2299.0,2214.35,2258.8,90826,AAVAS
42,2021-03-03 00:00:00+05:30,2274.5,2424.9,2262.05,2279.05,149912,AAVAS
43,2021-03-04 00:00:00+05:30,2285.0,2339.5,2271.05,2310.6,23286,AAVAS
44,2021-03-05 00:00:00+05:30,2315.0,2330.0,2229.7,2243.85,23014,AAVAS
45,2021-03-08 00:00:00+05:30,2298.0,2298.0,2226.0,2238.85,20080,AAVAS
46,2021-03-09 00:00:00+05:30,2259.7,2275.0,2106.6,2190.5,109272,AAVAS
47,2021-03-10 00:00:00+05:30,2198.0,2239.75,2193.75,2213.05,31338,AAVAS
48,2021-03-12 00:00:00+05:30,2233.0,2275.0,2207.4,2249.95,48262,AAVAS
49,2021-03-15 00:00:00+05:30,2249.95,2255.0,2185.0,2199.15,25849,AAVAS
50,2021-03-16 00:00:00+05:30,2225.0,2262.1,2183.5,2251.35,60706,AAVAS
51,2021-03-17 00:00:00+05:30,2240.0,2245.1,2180.45,2225.9,71251,AAVAS
52,2021-03-18 00:00:00+05:30,2247.75,2247.75,2190.0,2205.55,46501,AAVAS
53,2021-03-19 00:00:00+05:30,2193.3,2285.0,2193.3,2253.75,441974,AAVAS
54,2021-03-22 00:00:00+05:30,2298.0,2374.95,2294.0,2351.95,131891,AAVAS
55,2021-03-23 00:00:00+05:30,2360.0,2674.75,2295.05,2405.45,170535,AAVAS
56,2021-03-24 00:00:00+05:30,2405.0,2498.0,2400.1,2420.85,120820,AAVAS
57,2021-03-25 00:00:00+05:30,2436.0,2436.0,2287.1,2319.65,235439,AAVAS
58,2021-03-26 00:00:00+05:30,2349.85,2349.85,2251.0,2310.65,72125,AAVAS
59,2021-03-30 00:00:00+05:30,2337.3,2437.35,2298.15,2395.95,54613,AAVAS
60,2021-03-31 00:00:00+05:30,2397.4,2457.0,2362.9,2420.85,105339,AAVAS
61,2021-04-01 00:00:00+05:30,2460.0,2519.0,2365.5,2418.0,53783,AAVAS
62,2021-04-05 00:00:00+05:30,2430.0,2440.0,2325.15,2361.75,35391,AAVAS
63,2021-04-06 00:00:00+05:30,2335.0,2438.0,2335.0,2376.0,35627,AAVAS
64,2021-04-07 00:00:00+05:30,2376.0,2403.8,2350.0,2363.05,21018,AAVAS
65,2021-04-08 00:00:00+05:30,2375.5,2435.0,2363.05,2389.55,16888,AAVAS
66,2021-04-09 00:00:00+05:30,2402.1,2420.0,2301.0,2327.2,326486,AAVAS
