,date,open,high,low,close,volume,Company_Name
0,2021-03-04 00:00:00+05:30,126.95,148.0,125.8,128.3,831565,BCLIND
1,2021-03-05 00:00:00+05:30,129.35,132.3,120.0,121.9,111875,BCLIND
2,2021-03-08 00:00:00+05:30,120.5,121.15,113.95,116.95,75602,BCLIND
3,2021-03-09 00:00:00+05:30,121.75,124.8,115.15,117.95,75555,BCLIND
4,2021-03-10 00:00:00+05:30,122.9,122.9,114.75,119.85,41477,BCLIND
5,2021-03-12 00:00:00+05:30,121.3,122.0,115.2,116.25,39530,BCLIND
6,2021-03-15 00:00:00+05:30,116.25,117.9,114.3,114.75,25765,BCLIND
7,2021-03-16 00:00:00+05:30,117.0,117.6,113.05,113.25,27683,BCLIND
8,2021-03-17 00:00:00+05:30,111.0,114.8,107.0,108.3,40194,BCLIND
9,2021-03-18 00:00:00+05:30,107.15,110.5,102.0,103.65,57911,BCLIND
10,2021-03-19 00:00:00+05:30,100.55,103.65,98.25,100.6,63988,BCLIND
11,2021-03-22 00:00:00+05:30,102.0,117.85,100.75,114.2,122895,BCLIND
12,2021-03-23 00:00:00+05:30,115.2,119.9,112.25,114.2,49724,BCLIND
13,2021-03-24 00:00:00+05:30,114.0,114.0,107.65,109.15,22920,BCLIND
14,2021-03-25 00:00:00+05:30,110.4,110.4,103.25,104.35,46232,BCLIND
15,2021-03-26 00:00:00+05:30,109.7,109.7,102.5,103.8,21341,BCLIND
16,2021-03-30 00:00:00+05:30,109.1,113.0,104.45,106.4,30510,BCLIND
17,2021-03-31 00:00:00+05:30,108.35,108.75,105.5,107.1,19207,BCLIND
18,2021-04-01 00:00:00+05:30,106.05,109.75,106.0,106.65,38945,BCLIND
19,2021-04-05 00:00:00+05:30,108.0,108.0,98.0,101.3,87290,BCLIND
20,2021-04-06 00:00:00+05:30,102.8,105.95,102.05,103.55,53768,BCLIND
21,2021-04-07 00:00:00+05:30,103.0,107.0,103.0,103.7,22040,BCLIND
22,2021-04-08 00:00:00+05:30,103.1,119.7,103.1,117.25,144257,BCLIND
23,2021-04-09 00:00:00+05:30,121.4,127.45,114.6,125.15,435805,BCLIND
24,2021-04-12 00:00:00+05:30,122.9,125.75,108.0,109.4,306628,BCLIND
25,2021-04-13 00:00:00+05:30,110.2,122.7,109.55,118.7,397943,BCLIND
26,2021-04-15 00:00:00+05:30,120.0,130.0,116.8,126.45,988331,BCLIND
27,2021-04-16 00:00:00+05:30,129.0,134.35,126.6,131.15,902482,BCLIND
28,2021-04-19 00:00:00+05:30,126.15,126.5,117.1,122.95,138458,BCLIND
29,2021-04-20 00:00:00+05:30,123.4,127.15,120.1,120.7,123096,BCLIND
30,2021-04-22 00:00:00+05:30,120.8,124.4,115.95,121.9,136574,BCLIND
31,2021-04-23 00:00:00+05:30,122.85,124.05,120.0,120.75,69377,BCLIND
32,2021-04-26 00:00:00+05:30,123.9,123.9,119.5,119.9,68420,BCLIND
33,2021-04-27 00:00:00+05:30,121.0,124.25,120.55,122.45,57028,BCLIND
34,2021-04-28 00:00:00+05:30,124.4,126.95,121.0,121.6,85306,BCLIND
35,2021-04-29 00:00:00+05:30,121.65,124.75,119.0,120.3,56741,BCLIND
36,2021-04-30 00:00:00+05:30,120.5,125.9,118.65,121.35,173273,BCLIND
37,2021-05-03 00:00:00+05:30,121.35,128.95,120.05,125.55,175196,BCLIND
38,2021-05-04 00:00:00+05:30,125.0,129.9,122.0,122.45,165431,BCLIND
39,2021-05-05 00:00:00+05:30,124.45,124.9,121.45,122.2,50980,BCLIND
40,2021-05-06 00:00:00+05:30,123.6,128.0,120.25,126.0,133000,BCLIND
41,2021-05-07 00:00:00+05:30,127.95,131.65,123.5,125.0,237098,BCLIND
42,2021-05-10 00:00:00+05:30,126.1,145.0,125.2,140.95,694852,BCLIND
43,2021-05-11 00:00:00+05:30,143.0,155.4,138.0,146.6,706211,BCLIND
44,2021-05-12 00:00:00+05:30,148.7,151.55,141.1,143.8,254510,BCLIND
45,2021-05-14 00:00:00+05:30,147.0,147.8,131.55,136.3,226227,BCLIND
46,2021-05-17 00:00:00+05:30,138.2,141.95,137.8,141.1,76123,BCLIND
47,2021-05-18 00:00:00+05:30,141.25,150.95,140.25,146.6,139543,BCLIND
48,2021-05-19 00:00:00+05:30,148.2,150.65,142.05,142.8,68307,BCLIND
49,2021-05-20 00:00:00+05:30,144.5,145.55,139.15,139.75,88851,BCLIND
50,2021-05-21 00:00:00+05:30,138.0,158.9,138.0,155.45,639514,BCLIND
51,2021-05-24 00:00:00+05:30,160.0,164.2,156.25,160.2,588780,BCLIND
52,2021-05-25 00:00:00+05:30,161.0,163.95,156.6,158.75,140506,BCLIND
53,2021-05-26 00:00:00+05:30,159.6,159.6,152.8,154.6,79580,BCLIND
54,2021-05-27 00:00:00+05:30,155.5,155.95,149.65,150.3,104284,BCLIND
55,2021-05-28 00:00:00+05:30,150.3,153.5,147.0,147.6,57873,BCLIND
56,2021-05-31 00:00:00+05:30,150.75,171.0,150.75,165.3,793319,BCLIND
57,2021-06-01 00:00:00+05:30,167.9,172.6,157.4,168.75,347316,BCLIND
58,2021-06-02 00:00:00+05:30,171.0,172.5,165.35,167.55,111957,BCLIND
59,2021-06-03 00:00:00+05:30,171.1,185.0,170.05,181.25,737887,BCLIND
60,2021-06-04 00:00:00+05:30,182.95,183.8,177.0,179.6,138867,BCLIND
61,2021-06-07 00:00:00+05:30,186.9,186.9,179.0,180.75,191343,BCLIND
62,2021-06-08 00:00:00+05:30,182.0,186.4,174.4,182.65,250937,BCLIND
63,2021-06-09 00:00:00+05:30,186.0,201.0,184.0,190.35,993749,BCLIND
64,2021-06-10 00:00:00+05:30,192.0,210.05,192.0,198.2,585263,BCLIND
65,2021-06-11 00:00:00+05:30,200.0,206.4,196.0,197.4,235576,BCLIND
66,2021-06-14 00:00:00+05:30,198.5,198.5,185.0,194.4,159605,BCLIND
67,2021-06-15 00:00:00+05:30,194.95,196.2,185.1,187.35,189440,BCLIND
68,2021-06-16 00:00:00+05:30,188.75,192.35,183.6,186.9,131877,BCLIND
69,2021-06-17 00:00:00+05:30,186.0,223.8,184.95,218.35,1317979,BCLIND
