Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,79.97,79.97,80.0,80.0,80.0,80.0,67.04,67.04,67.04,67.04,CHEMPLASTS
Reserves,42.52,54.48,47.03,19.2,101.08,237.27,652.41,723.43,1909.68,1953.64,CHEMPLASTS
Borrowings,979.81,763.25,339.73,683.54,731.33,427.04,210.31,252.86,82.07,28.19,CHEMPLASTS
Other Liabilities,815.9,1019.91,1390.14,1259.88,1041.15,1527.97,1820.19,2776.43,2147.44,2235.04,CHEMPLASTS
Total,1918.2,1917.61,1856.9,2042.62,1953.56,2272.28,2749.95,3819.76,4206.23,4283.91,CHEMPLASTS
Net Block,1359.93,1223.51,1205.97,1154.14,1107.08,1066.64,625.0,2087.11,2174.75,2103.04,CHEMPLASTS
Capital Work in Progress,7.24,61.43,6.63,10.58,8.64,6.08,81.6,117.24,8.38,25.01,CHEMPLASTS
Investments,1.78,0.75,0.75,0.75,242.89,607.78,937.71,1198.77,1555.7,1555.72,CHEMPLASTS
Other Assets,549.25,631.92,643.55,877.15,594.95,591.78,1105.64,416.64,467.4,600.14,CHEMPLASTS
Total,1918.2,1917.61,1856.9,2042.62,1953.56,2272.28,2749.95,3819.76,4206.23,4283.91,CHEMPLASTS
Receivables,130.83,92.15,137.38,105.88,75.78,73.51,54.29,66.9,48.2,67.97,CHEMPLASTS
Inventory,150.0,181.23,194.62,157.67,177.34,329.58,136.89,200.32,181.83,237.29,CHEMPLASTS
Cash & Bank,6.22,72.88,45.41,341.27,157.9,62.22,132.62,52.24,112.71,149.19,CHEMPLASTS
No. of Equity Shares,799698527.0,799698527.0,1600.0,1600.0,80000000.0,80000000.0,67040000.0,67040000.0,67040000.0,134080000.0,CHEMPLASTS
New Bonus Shares,,,,,,,,,,,CHEMPLASTS
Face value,1.0,1.0,500000.0,500000.0,10.0,10.0,10.0,10.0,10.0,5.0,CHEMPLASTS
