Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,305.44,345.51,319.5,297.23,107.59,238.38,310.06,359.36,213.34,376.25,GREENPLY
Expenses,272.77,307.49,285.36,274.32,113.44,214.81,272.88,317.37,204.12,333.11,GREENPLY
Other Income,1.03,1.04,1.01,-46.86,0.85,1.51,2.25,4.49,2.68,2.57,GREENPLY
Depreciation,5.3,5.4,5.23,5.14,3.6,4.02,4.22,4.71,4.39,4.65,GREENPLY
Interest,4.15,4.34,3.99,4.37,4.06,2.34,2.22,2.42,1.69,1.41,GREENPLY
Profit before tax,24.25,29.32,25.93,-33.46,-12.66,18.72,32.99,39.35,5.82,39.65,GREENPLY
Tax,8.53,6.43,7.33,-8.83,-3.2,4.46,8.68,10.53,1.57,10.13,GREENPLY
Net profit,15.72,22.9,18.61,-24.63,-9.46,14.25,24.31,28.83,4.24,29.52,GREENPLY
Operating Profit,32.67,38.02,34.14,22.91,-5.85,23.57,37.18,41.99,9.22,43.14,GREENPLY
