Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,20.71,23.66,23.67,23.67,23.67,24.69,25.09,26.21,26.21,26.21,SPARC
Reserves,-87.32,84.77,115.63,76.13,6.23,133.47,159.63,270.03,-44.84,-194.46,SPARC
Borrowings,68.32,80.87,5.18,4.22,55.75,3.14,2.28,1.64,66.92,234.77,SPARC
Other Liabilities,83.91,19.68,39.06,38.65,77.01,111.25,121.81,100.6,224.27,163.17,SPARC
Total,85.62,208.98,183.54,142.67,162.66,272.55,308.81,398.48,272.56,229.69,SPARC
Net Block,63.94,65.55,64.49,66.79,69.96,69.16,51.74,57.56,103.86,90.56,SPARC
Capital Work in Progress,1.13,0.16,0.76,0.02,0.87,1.47,3.27,24.13,32.07,5.23,SPARC
Investments,,96.91,6.5,,,9.65,107.57,210.58,8.49,6.43,SPARC
Other Assets,20.55,46.36,111.79,75.86,91.83,192.27,146.23,106.21,128.14,127.47,SPARC
Total,85.62,208.98,183.54,142.67,162.66,272.55,308.81,398.48,272.56,229.69,SPARC
Receivables,4.26,25.06,28.0,19.89,9.16,38.9,17.56,10.17,16.05,17.58,SPARC
Inventory,,,,,,,,,,,SPARC
Cash & Bank,6.5,6.72,6.56,17.34,12.75,70.31,1.32,0.68,0.46,9.31,SPARC
No. of Equity Shares,207116391.0,236704447.0,236704447.0,236704447.0,236704447.0,246895977.0,250936395.0,262048506.0,262047506.0,262047506.0,SPARC
New Bonus Shares,,,,,,,,,,,SPARC
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SPARC
