Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,3816.53,3804.64,3770.74,3742.43,3662.64,3614.62,3602.58,3566.31,3569.57,3719.79,UCOBANK
Expenses,2566.5,2887.05,2940.23,1999.95,1995.3,2330.8,2180.77,2769.58,2157.69,2218.26,UCOBANK
Other Income,630.08,728.87,743.47,768.78,773.93,712.52,864.39,1370.43,856.64,936.07,UCOBANK
Depreciation,,,,,,,,,,,UCOBANK
Interest,2481.56,2538.44,2534.15,2487.91,2395.86,2221.45,2195.43,2153.71,2109.34,2122.06,UCOBANK
Profit before tax,-601.45,-891.98,-960.17,23.35,45.41,-225.11,90.77,13.45,159.18,315.54,UCOBANK
Tax,,,,6.57,23.95,-255.23,55.33,-66.58,57.37,110.15,UCOBANK
Net profit,-601.45,-891.98,-960.17,16.78,21.46,30.12,35.44,80.03,101.81,205.39,UCOBANK
Operating Profit,1250.03,917.59,830.51,1742.48,1667.34,1283.82,1421.81,796.73,1411.88,1501.53,UCOBANK
