Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,14.44,JAYSREETEA
Reserves,348.94,376.91,380.72,356.23,334.02,257.04,261.77,254.89,223.44,277.54,JAYSREETEA
Borrowings,423.13,423.38,504.28,435.72,381.9,385.14,426.94,462.49,389.04,206.53,JAYSREETEA
Other Liabilities,167.84,199.75,200.56,244.41,252.22,126.13,122.69,162.37,216.12,222.97,JAYSREETEA
Total,954.35,1014.48,1100.0,1050.8,982.58,782.75,825.84,894.19,843.04,721.48,JAYSREETEA
Net Block,287.29,294.06,314.53,309.9,321.69,215.64,218.22,225.89,214.69,187.97,JAYSREETEA
Capital Work in Progress,6.44,2.43,8.62,15.83,4.22,9.61,18.26,23.08,23.12,15.95,JAYSREETEA
Investments,219.3,242.78,247.18,238.77,248.24,268.79,287.46,286.25,243.79,180.45,JAYSREETEA
Other Assets,441.32,475.21,529.67,486.3,408.43,288.71,301.9,358.97,361.44,337.11,JAYSREETEA
Total,954.35,1014.48,1100.0,1050.8,982.58,782.75,825.84,894.19,843.04,721.48,JAYSREETEA
Receivables,71.71,80.86,74.47,84.0,82.3,77.26,65.37,55.24,47.51,47.94,JAYSREETEA
Inventory,213.45,247.88,236.25,242.65,225.17,94.59,89.73,116.77,83.01,70.09,JAYSREETEA
Cash & Bank,11.14,63.4,121.23,88.84,31.32,26.55,16.9,4.83,11.21,5.24,JAYSREETEA
No. of Equity Shares,28877488.0,28877488.0,28877488.0,28877488.0,28877488.0,28877488.0,28877488.0,28877488.0,28877488.0,28877488.0,JAYSREETEA
New Bonus Shares,,,,,,,,,,,JAYSREETEA
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,JAYSREETEA
