Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,Company_Name
Sales,543.21,563.79,601.75,652.23,699.72,821.51,911.27,925.07,887.04,791.51,VESUVIUS
Raw Material Cost,309.69,313.49,342.13,375.91,392.13,458.56,497.05,564.37,509.89,466.86,VESUVIUS
Change in Inventory,3.21,-3.23,10.43,-1.79,4.89,9.95,-6.26,29.06,-1.34,-2.59,VESUVIUS
Power and Fuel,15.77,17.73,19.08,20.42,16.51,16.42,19.42,19.27,16.43,14.28,VESUVIUS
Other Mfr. Exp,34.83,34.53,40.06,41.6,47.86,59.54,68.68,71.74,77.72,74.64,VESUVIUS
Employee Cost,30.92,34.1,37.98,43.21,46.67,53.81,56.0,58.72,65.85,65.11,VESUVIUS
Selling and admin,55.67,58.61,58.04,64.88,71.59,86.99,91.5,84.62,83.22,85.35,VESUVIUS
Other Expenses,2.41,4.4,2.57,3.91,3.95,4.55,5.82,7.24,11.17,5.25,VESUVIUS
Other Income,1.49,1.94,4.85,9.04,10.21,12.54,8.78,22.77,29.23,20.98,VESUVIUS
Depreciation,14.67,16.35,17.56,19.12,23.22,27.45,29.78,27.81,26.55,26.24,VESUVIUS
Interest,1.27,0.66,0.67,0.5,0.52,0.64,0.63,0.76,0.69,0.62,VESUVIUS
Profit before tax,82.68,82.63,98.94,89.93,112.37,136.04,144.91,142.37,123.41,71.55,VESUVIUS
Tax,27.46,26.87,33.77,30.76,38.78,47.16,50.46,49.85,37.86,18.5,VESUVIUS
Net profit,55.22,55.76,65.17,59.17,73.59,88.88,94.45,92.52,85.55,53.05,VESUVIUS
