Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,5883.17,6552.51,7880.2,8637.05,10289.88,10828.82,13356.63,15535.81,16561.29,17422.19,SRTRANSFIN
Raw Material Cost,,,,,,,,,,,SRTRANSFIN
Change in Inventory,,,,,,,,,,,SRTRANSFIN
Power and Fuel,6.73,7.16,9.31,11.75,13.5,14.5,16.7,18.29,21.08,15.21,SRTRANSFIN
Other Mfr. Exp,12.13,9.14,8.91,6.34,6.68,48.35,113.92,110.56,113.64,137.7,SRTRANSFIN
Employee Cost,370.16,388.97,408.97,429.69,589.24,548.5,713.65,883.71,1011.48,907.0,SRTRANSFIN
Selling and admin,274.77,297.12,406.95,503.6,538.73,551.43,591.23,671.0,629.2,650.3,SRTRANSFIN
Other Expenses,845.8,917.98,1233.93,1389.62,2239.82,2489.58,1816.71,2487.55,2907.2,3221.51,SRTRANSFIN
Other Income,10.29,10.61,8.06,7.32,3.24,1.52,144.56,20.34,14.47,13.56,SRTRANSFIN
Depreciation,13.46,18.33,29.14,40.51,36.31,33.91,36.13,42.97,141.05,137.36,SRTRANSFIN
Interest,2489.5,2908.23,3963.01,4420.48,5087.41,5220.15,6411.04,7563.8,8313.44,9088.66,SRTRANSFIN
Profit before tax,1880.91,2016.19,1828.04,1842.38,1781.43,1923.92,3801.81,3778.27,3438.67,3278.01,SRTRANSFIN
Tax,623.46,655.57,563.84,604.58,603.23,666.58,1341.26,1214.28,936.83,790.75,SRTRANSFIN
Net profit,1257.45,1360.62,1264.21,1237.81,1178.2,1257.34,2460.54,2563.99,2501.84,2487.26,SRTRANSFIN
