Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,305.76,305.25,344.4,323.02,300.56,268.9,236.03,214.42,189.39,99.95,ZODIACLOTH
Raw Material Cost,113.21,131.09,147.69,143.51,128.7,108.29,105.54,81.08,72.71,34.98,ZODIACLOTH
Change in Inventory,8.27,-2.95,0.42,4.98,1.77,0.21,6.55,7.8,5.01,-8.14,ZODIACLOTH
Power and Fuel,4.92,5.97,6.46,6.4,6.24,6.65,6.02,6.18,5.99,3.38,ZODIACLOTH
Other Mfr. Exp,39.94,14.89,18.95,18.52,18.45,26.9,27.0,21.22,20.17,13.65,ZODIACLOTH
Employee Cost,55.83,53.24,57.22,59.23,58.37,60.91,58.75,57.67,54.19,38.62,ZODIACLOTH
Selling and admin,77.71,76.05,84.26,91.67,90.63,70.25,64.55,65.0,28.28,18.01,ZODIACLOTH
Other Expenses,10.54,1.98,2.66,0.25,1.47,2.25,2.68,0.52,2.96,4.2,ZODIACLOTH
Other Income,11.29,8.06,6.57,15.58,10.51,17.22,16.33,7.92,17.07,30.7,ZODIACLOTH
Depreciation,6.27,7.84,8.18,8.05,9.46,10.94,10.59,10.41,35.15,23.06,ZODIACLOTH
Interest,2.86,3.33,3.8,4.1,4.62,4.68,4.57,5.85,15.37,9.78,ZODIACLOTH
Profit before tax,14.04,15.97,22.17,11.85,-5.1,-4.54,-20.79,-17.79,-23.35,-23.17,ZODIACLOTH
Tax,3.06,4.92,7.25,2.35,-1.49,1.3,-1.91,0.67,-2.03,0.75,ZODIACLOTH
Net profit,10.98,11.05,14.93,9.5,-3.61,-5.84,-18.87,-18.45,-21.33,-23.91,ZODIACLOTH
