Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,61.55,61.55,61.55,61.55,66.52,74.01,94.09,94.99,95.48,96.51,TEJASNET
Reserves,304.44,227.87,233.14,216.59,303.08,518.3,1057.81,1223.75,984.28,1036.45,TEJASNET
Borrowings,165.59,179.9,247.91,239.05,247.44,281.47,2.27,1.19,27.88,21.9,TEJASNET
Other Liabilities,82.37,162.37,197.24,195.42,218.86,152.71,168.89,260.39,141.82,170.46,TEJASNET
Total,613.95,631.69,739.84,712.61,835.9,1026.49,1323.06,1580.32,1249.46,1325.32,TEJASNET
Net Block,61.95,76.7,64.57,50.87,94.29,92.08,74.73,99.12,78.65,111.01,TEJASNET
Capital Work in Progress,75.99,71.98,84.32,88.47,52.47,19.29,46.85,41.38,26.99,24.49,TEJASNET
Investments,74.61,4.57,4.59,4.59,4.59,4.59,87.39,97.42,61.84,48.24,TEJASNET
Other Assets,401.4,478.44,586.36,568.68,684.55,910.53,1114.09,1342.4,1081.98,1141.58,TEJASNET
Total,613.95,631.69,739.84,712.61,835.9,1026.49,1323.06,1580.32,1249.46,1325.32,TEJASNET
Receivables,74.09,126.37,217.4,194.72,249.14,366.96,259.48,607.39,364.24,330.88,TEJASNET
Inventory,202.98,200.72,208.31,222.2,231.58,182.33,190.89,181.39,261.61,224.09,TEJASNET
Cash & Bank,25.69,55.42,22.02,47.88,69.05,69.82,235.24,122.56,142.76,216.53,TEJASNET
No. of Equity Shares,91001377.0,91001377.0,91001377.0,91001377.0,95978151.0,74010000.0,94090000.0,94989579.0,124938765.0,125968274.0,TEJASNET
New Bonus Shares,,,,,,,,,,,TEJASNET
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TEJASNET
