Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,GLOBALVECT
Reserves,-27.99,-24.62,-22.43,0.57,7.85,13.28,37.35,52.31,65.18,33.9,GLOBALVECT
Borrowings,289.41,236.95,207.42,164.29,232.18,272.1,176.6,158.81,385.9,341.7,GLOBALVECT
Other Liabilities,269.14,275.51,292.29,288.78,370.21,317.59,399.69,413.08,341.51,315.01,GLOBALVECT
Total,544.56,501.84,491.28,467.64,624.24,616.97,627.64,638.2,806.59,704.61,GLOBALVECT
Net Block,406.98,373.07,359.41,335.35,446.8,462.73,420.6,402.97,552.0,440.08,GLOBALVECT
Capital Work in Progress,,,,,,,,,,,GLOBALVECT
Investments,,,,,,,,,,,GLOBALVECT
Other Assets,137.58,128.77,131.87,132.29,177.44,154.24,207.04,235.23,254.59,264.53,GLOBALVECT
Total,544.56,501.84,491.28,467.64,624.24,616.97,627.64,638.2,806.59,704.61,GLOBALVECT
Receivables,63.35,56.23,27.18,11.01,29.58,29.7,28.69,63.39,58.98,51.41,GLOBALVECT
Inventory,15.17,13.97,15.48,12.81,17.96,16.91,19.84,25.46,24.94,23.52,GLOBALVECT
Cash & Bank,2.54,3.07,4.67,21.68,15.84,5.0,10.36,6.95,11.82,10.61,GLOBALVECT
No. of Equity Shares,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,GLOBALVECT
New Bonus Shares,,,,,,,,,,,GLOBALVECT
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GLOBALVECT
