Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,118.55,118.55,118.55,118.55,118.55,118.55,118.55,118.55,118.55,118.55,MANGCHEFER
Reserves,416.94,464.7,517.31,541.42,285.97,305.49,358.78,376.61,427.03,488.71,MANGCHEFER
Borrowings,1324.05,1229.47,1521.68,1108.29,1385.23,1202.8,1366.65,1713.02,1506.22,883.64,MANGCHEFER
Other Liabilities,436.31,473.17,475.37,669.52,663.71,610.11,664.02,710.01,751.3,506.03,MANGCHEFER
Total,2295.85,2285.89,2632.91,2437.78,2453.46,2236.95,2508.0,2918.19,2803.1,1996.93,MANGCHEFER
Net Block,365.24,473.54,497.41,619.61,642.89,625.04,610.91,613.38,607.53,599.0,MANGCHEFER
Capital Work in Progress,126.64,11.82,128.54,9.26,13.18,13.33,33.03,34.57,46.47,78.26,MANGCHEFER
Investments,,200.0,200.0,200.0,,,,,,,MANGCHEFER
Other Assets,1803.97,1600.53,1806.96,1608.91,1797.39,1598.58,1864.06,2270.24,2149.1,1319.67,MANGCHEFER
Total,2295.85,2285.89,2632.91,2437.78,2453.46,2236.95,2508.0,2918.19,2803.1,1996.93,MANGCHEFER
Receivables,334.86,186.59,172.1,235.56,485.85,1245.38,1184.68,1564.48,1446.31,508.59,MANGCHEFER
Inventory,218.3,247.1,141.47,334.25,233.05,259.79,396.91,538.73,246.11,181.38,MANGCHEFER
Cash & Bank,112.76,13.85,11.32,31.77,11.12,65.4,120.88,49.61,230.59,402.21,MANGCHEFER
No. of Equity Shares,118515150.0,118548650.0,118548650.0,118548650.0,118548650.0,118548650.0,118548650.0,118548650.0,118548650.0,118548650.0,MANGCHEFER
New Bonus Shares,,,,,,,,,,,MANGCHEFER
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,MANGCHEFER
