Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,57.72,58.49,62.19,65.64,75.65,64.39,50.43,62.93,51.94,41.24,AGROPHOS
Raw Material Cost,39.72,46.8,36.49,36.44,49.0,32.69,47.68,54.0,50.9,41.5,AGROPHOS
Change in Inventory,2.27,6.36,-6.19,-1.28,3.26,-3.51,6.08,-0.17,5.91,3.01,AGROPHOS
Power and Fuel,,,,,2.51,1.07,0.94,2.01,2.63,2.96,AGROPHOS
Other Mfr. Exp,,,,,2.42,3.64,7.1,7.0,9.72,7.61,AGROPHOS
Employee Cost,1.3,1.54,0.98,1.56,1.78,1.77,2.09,2.31,2.53,2.46,AGROPHOS
Selling and admin,,,,17.4,17.59,14.13,1.3,0.98,0.99,1.37,AGROPHOS
Other Expenses,15.39,12.62,15.05,,-3.34,0.86,0.51,0.4,1.31,0.69,AGROPHOS
Other Income,0.18,0.1,0.1,0.16,0.42,0.26,8.86,9.24,18.1,18.97,AGROPHOS
Depreciation,0.14,0.25,0.29,0.48,1.05,1.05,1.06,1.07,1.13,1.1,AGROPHOS
Interest,1.61,1.68,1.37,2.01,3.21,3.06,2.62,2.59,2.27,1.95,AGROPHOS
Profit before tax,2.01,2.06,1.92,6.63,5.11,2.87,2.07,1.64,4.47,3.58,AGROPHOS
Tax,0.28,0.69,0.64,-3.46,2.71,1.67,0.71,0.81,0.55,0.4,AGROPHOS
Net profit,1.73,1.37,1.28,10.08,2.41,1.2,1.36,0.83,3.92,3.18,AGROPHOS
