Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,114.88,218.58,140.4,292.71,116.23,3.12,,52.77,6.96,23.6,VIKASPROP
Raw Material Cost,92.64,188.1,115.4,273.08,109.64,0.94,,,,,VIKASPROP
Change in Inventory,1.63,8.26,-6.99,-1.48,-1.52,-2.58,,,,,VIKASPROP
Power and Fuel,2.66,3.34,1.77,1.36,0.23,0.09,,,,0.03,VIKASPROP
Other Mfr. Exp,3.1,3.57,1.2,1.09,0.05,,,,,22.36,VIKASPROP
Employee Cost,0.41,0.54,0.61,0.52,0.72,0.35,0.18,0.76,1.67,0.11,VIKASPROP
Selling and admin,0.49,0.76,0.54,0.28,0.18,0.3,0.25,0.34,0.13,0.27,VIKASPROP
Other Expenses,0.05,0.06,0.13,0.19,0.02,0.04,0.02,0.09,0.13,0.6,VIKASPROP
Other Income,0.01,0.45,1.98,0.04,0.03,,,,,-11.62,VIKASPROP
Depreciation,8.76,13.51,14.01,14.01,11.55,11.53,5.08,,,,VIKASPROP
Interest,1.96,2.36,0.91,0.11,0.01,0.01,,,,,VIKASPROP
Profit before tax,6.45,15.05,0.82,0.63,-7.66,-12.72,-5.53,51.58,5.03,-11.39,VIKASPROP
Tax,1.32,5.92,0.18,0.24,1.35,1.12,-4.47,7.33,1.11,,VIKASPROP
Net profit,5.13,9.13,0.64,0.39,-9.01,-13.85,-1.05,44.25,3.92,-11.39,VIKASPROP
