Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,247.58,275.36,290.38,257.63,87.47,311.72,366.32,346.76,209.08,354.78,SUPRAJIT
Expenses,205.85,223.89,242.47,211.35,95.23,253.71,294.24,288.5,177.15,282.44,SUPRAJIT
Other Income,5.49,9.41,6.44,-19.61,3.09,7.27,11.09,14.68,9.03,-31.7,SUPRAJIT
Depreciation,6.05,6.76,6.59,6.5,5.48,6.17,6.18,6.21,6.22,6.6,SUPRAJIT
Interest,3.93,3.13,2.9,3.46,3.36,3.55,3.52,1.15,3.16,2.16,SUPRAJIT
Profit before tax,37.24,50.99,44.86,16.71,-13.51,55.56,73.47,65.58,31.58,31.88,SUPRAJIT
Tax,12.2,4.12,5.24,4.91,-4.03,12.38,18.08,16.76,6.96,20.33,SUPRAJIT
Net profit,25.04,46.87,39.63,11.79,-9.48,43.17,55.4,48.83,24.62,11.55,SUPRAJIT
Operating Profit,41.73,51.47,47.91,46.28,-7.76,58.01,72.08,58.26,31.93,72.34,SUPRAJIT
