Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,30.92,30.92,30.92,30.92,30.92,30.92,30.92,30.92,30.92,30.92,PATSPINLTD
Reserves,-8.55,-24.38,-20.12,-26.73,-25.95,35.87,30.74,27.34,2.65,-37.39,PATSPINLTD
Borrowings,308.5,301.72,301.5,259.06,228.79,246.85,193.64,166.61,132.36,146.01,PATSPINLTD
Other Liabilities,52.38,77.89,79.4,84.71,88.4,68.08,102.6,123.15,104.49,88.31,PATSPINLTD
Total,383.25,386.15,391.7,347.96,322.16,381.72,357.9,348.02,270.42,227.85,PATSPINLTD
Net Block,225.34,207.52,195.95,191.01,184.85,227.35,211.95,200.16,190.41,177.62,PATSPINLTD
Capital Work in Progress,5.52,5.25,,4.3,0.1,0.11,0.23,0.08,0.05,0.05,PATSPINLTD
Investments,,0.31,1.85,3.7,1.57,0.58,0.71,0.18,0.18,0.17,PATSPINLTD
Other Assets,152.39,173.07,193.9,148.95,135.64,153.68,145.01,147.6,79.78,50.01,PATSPINLTD
Total,383.25,386.15,391.7,347.96,322.16,381.72,357.9,348.02,270.42,227.85,PATSPINLTD
Receivables,25.72,46.85,31.38,19.57,14.93,42.27,43.59,57.91,24.52,10.6,PATSPINLTD
Inventory,94.34,80.89,112.08,78.8,75.83,77.67,77.14,65.94,25.9,14.29,PATSPINLTD
Cash & Bank,7.92,7.88,12.16,6.3,8.82,17.47,7.78,10.64,6.53,2.75,PATSPINLTD
No. of Equity Shares,30920000.0,30920000.0,30920000.0,30920000.0,30920000.0,30920000.0,30920000.0,30920000.0,30920000.0,30920000.0,PATSPINLTD
New Bonus Shares,,,,,,,,,,,PATSPINLTD
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PATSPINLTD
