Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.78,0.78,1.96,2.11,2.56,2.56,18.31,18.31,18.31,18.31,SERVOTECH
Reserves,2.38,2.72,1.81,2.6,4.03,10.81,14.71,17.71,18.52,19.45,SERVOTECH
Borrowings,1.44,9.39,11.66,16.55,20.57,20.93,16.83,15.57,18.7,25.15,SERVOTECH
Other Liabilities,7.89,2.99,4.79,11.11,16.77,25.98,34.25,23.94,23.67,32.0,SERVOTECH
Total,12.49,15.88,20.22,32.37,43.93,60.28,84.1,75.53,79.2,94.91,SERVOTECH
Net Block,1.28,1.4,3.56,3.88,6.61,6.57,9.01,8.16,8.43,7.38,SERVOTECH
Capital Work in Progress,,,,,,,,,,,SERVOTECH
Investments,,,,,,,,,,,SERVOTECH
Other Assets,11.21,14.48,16.66,28.49,37.32,53.71,75.09,67.37,70.77,87.53,SERVOTECH
Total,12.49,15.88,20.22,32.37,43.93,60.28,84.1,75.53,79.2,94.91,SERVOTECH
Receivables,3.64,7.45,7.3,17.53,18.23,27.47,43.58,39.98,43.26,50.58,SERVOTECH
Inventory,4.88,4.22,6.51,7.92,12.95,12.25,13.59,11.61,9.09,15.26,SERVOTECH
Cash & Bank,1.17,1.33,1.02,1.87,1.85,4.18,5.79,2.91,3.14,3.39,SERVOTECH
No. of Equity Shares,780000.0,780000.0,1961000.0,2112400.0,2560650.0,2560650.0,18310429.0,18310429.0,18310429.0,18310429.0,SERVOTECH
New Bonus Shares,,,1170000.0,,,,,,,,SERVOTECH
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SERVOTECH
