Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,631.88,656.85,508.27,625.52,708.5,732.76,740.92,828.79,809.9,696.93,TRITURBINE
Raw Material Cost,371.73,371.33,306.84,358.77,424.86,386.52,378.38,506.8,422.14,356.59,TRITURBINE
Change in Inventory,-11.03,-9.04,29.32,-5.98,25.43,-3.3,-6.99,41.14,-18.04,1.84,TRITURBINE
Power and Fuel,1.56,1.59,1.83,2.23,2.36,2.23,3.49,4.05,3.41,3.35,TRITURBINE
Other Mfr. Exp,19.6,11.03,13.29,16.49,19.58,15.38,21.49,26.65,16.48,14.46,TRITURBINE
Employee Cost,46.5,54.28,57.3,60.96,65.3,76.08,80.42,92.01,95.36,81.0,TRITURBINE
Selling and admin,21.75,24.31,33.95,42.15,40.98,64.17,67.19,75.93,77.87,72.71,TRITURBINE
Other Expenses,6.67,20.12,16.33,11.6,21.93,20.31,24.05,21.74,30.94,29.34,TRITURBINE
Other Income,4.61,8.0,7.99,24.6,21.43,28.34,8.37,16.0,21.82,1.17,TRITURBINE
Depreciation,11.59,12.26,12.86,14.5,15.27,14.8,19.11,20.1,20.08,20.18,TRITURBINE
Interest,11.13,4.24,1.82,1.87,2.15,1.7,2.18,2.96,5.22,2.69,TRITURBINE
Profit before tax,134.93,156.65,101.36,135.57,162.93,176.61,145.99,135.69,142.18,119.62,TRITURBINE
Tax,43.85,50.03,32.91,44.48,53.97,60.43,47.77,48.15,32.11,30.9,TRITURBINE
Net profit,91.08,106.63,68.45,91.08,108.97,116.19,98.23,87.54,110.06,88.72,TRITURBINE
