Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,60.68,43.68,3.44,2.17,24.1,6.6,0.16,0.23,29.45,10.23,DHARSUGAR
Expenses,58.83,55.17,24.2,15.66,25.94,11.96,5.4,6.12,30.77,17.67,DHARSUGAR
Other Income,0.24,0.05,0.05,34.88,0.09,5.62,0.04,0.06,0.17,0.75,DHARSUGAR
Depreciation,5.61,2.56,5.61,5.61,5.56,6.14,5.85,5.85,5.84,5.84,DHARSUGAR
Interest,19.05,5.61,0.03,-19.48,0.01,0.02,0.02,2.06,1.09,1.1,DHARSUGAR
Profit before tax,-22.57,-19.61,-26.35,35.26,-7.32,-5.9,-11.07,-13.74,-8.08,-13.63,DHARSUGAR
Tax,,,,-3.4,,,,,,,DHARSUGAR
Net profit,-22.57,-19.61,-26.35,38.65,-7.32,-5.91,-11.07,-13.74,-8.08,-13.63,DHARSUGAR
Operating Profit,1.85,-11.49,-20.76,-13.49,-1.84,-5.36,-5.24,-5.89,-1.32,-7.44,DHARSUGAR
