Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.42,13.42,13.42,13.42,13.42,13.42,13.42,13.42,13.42,13.42,PIONDIST
Reserves,-20.73,-44.03,-71.52,-105.0,-28.07,-58.27,12.16,-55.05,-203.9,-291.27,PIONDIST
Borrowings,103.38,107.58,91.2,65.24,29.45,229.67,306.1,426.36,425.47,458.85,PIONDIST
Other Liabilities,155.47,215.81,295.49,375.03,355.73,278.51,260.08,191.77,207.8,219.59,PIONDIST
Total,251.54,292.78,328.59,348.69,370.53,463.33,591.76,576.5,442.79,400.59,PIONDIST
Net Block,143.92,136.14,190.18,175.45,164.17,166.72,278.06,239.83,194.38,191.19,PIONDIST
Capital Work in Progress,30.52,65.1,42.06,39.59,31.8,108.08,3.51,1.27,2.36,10.18,PIONDIST
Investments,,,,,,,,,,,PIONDIST
Other Assets,77.1,91.54,96.35,133.65,174.56,188.53,310.19,335.4,246.05,199.22,PIONDIST
Total,251.54,292.78,328.59,348.69,370.53,463.33,591.76,576.5,442.79,400.59,PIONDIST
Receivables,3.62,1.08,0.89,0.32,0.74,1.42,0.19,0.11,0.01,,PIONDIST
Inventory,23.84,39.39,37.78,47.88,12.69,54.43,41.0,57.54,91.42,70.84,PIONDIST
Cash & Bank,1.86,0.62,1.47,2.1,0.74,0.33,0.22,0.27,0.74,0.01,PIONDIST
No. of Equity Shares,13419400.0,13450600.0,13450600.0,13450600.0,13450600.0,13450600.0,13450600.0,13450600.0,13450600.0,13450600.0,PIONDIST
New Bonus Shares,,,,,,,,,,,PIONDIST
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PIONDIST
