Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,35.85,35.85,35.85,35.95,35.98,36.03,36.05,36.05,36.05,36.05,SARDAEN
Reserves,772.35,884.41,949.08,995.35,1027.67,1159.51,1332.66,1529.6,1695.42,1974.89,SARDAEN
Borrowings,722.63,660.96,627.9,527.4,399.31,396.77,325.46,294.9,390.74,269.96,SARDAEN
Other Liabilities,171.05,180.8,231.56,221.18,204.99,203.02,267.57,220.1,259.58,309.05,SARDAEN
Total,1701.88,1762.02,1844.39,1779.88,1667.95,1795.33,1961.74,2080.65,2381.79,2589.95,SARDAEN
Net Block,731.68,754.21,727.78,689.63,621.09,579.19,575.3,569.99,542.9,528.09,SARDAEN
Capital Work in Progress,111.03,64.68,65.39,38.78,36.23,29.79,30.93,27.48,34.66,65.68,SARDAEN
Investments,213.13,402.51,412.37,450.91,500.4,575.6,691.89,720.77,848.66,912.58,SARDAEN
Other Assets,646.04,540.62,638.85,600.56,510.23,610.75,663.62,762.41,955.57,1083.6,SARDAEN
Total,1701.88,1762.02,1844.39,1779.88,1667.95,1795.33,1961.74,2080.65,2381.79,2589.95,SARDAEN
Receivables,43.13,62.5,49.79,53.73,40.81,49.87,61.95,39.03,62.2,78.09,SARDAEN
Inventory,227.22,219.99,275.51,335.03,176.56,252.21,303.76,300.44,369.68,439.36,SARDAEN
Cash & Bank,0.95,7.24,45.72,1.65,1.16,1.46,1.59,2.68,3.95,3.41,SARDAEN
No. of Equity Shares,35850000.0,35850000.0,35850000.0,35952353.0,35978319.0,36030398.0,36049235.0,36049235.0,36049235.0,36049235.0,SARDAEN
New Bonus Shares,,,,,,,,,,,SARDAEN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SARDAEN
