Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,65.08,65.28,65.44,65.57,65.8,65.95,65.98,131.97,131.97,131.97,JUBLFOOD
Reserves,234.47,370.93,498.03,605.54,731.76,786.24,977.92,1191.75,1050.97,1365.16,JUBLFOOD
Borrowings,,,,,,,,,1651.04,1598.73,JUBLFOOD
Other Liabilities,170.49,218.68,308.63,422.92,455.92,479.89,524.05,590.1,564.95,705.67,JUBLFOOD
Total,470.04,654.89,872.1,1094.03,1253.48,1332.08,1567.95,1913.82,3398.93,3801.53,JUBLFOOD
Net Block,250.53,382.72,528.75,716.4,805.5,778.26,767.94,785.41,2148.75,2103.4,JUBLFOOD
Capital Work in Progress,11.79,8.44,18.33,18.12,25.17,59.82,12.74,14.94,39.44,26.75,JUBLFOOD
Investments,103.2,115.04,128.59,130.33,152.49,167.99,345.27,269.52,134.57,613.89,JUBLFOOD
Other Assets,104.52,148.69,196.43,229.18,270.32,326.01,442.0,843.95,1076.17,1057.49,JUBLFOOD
Total,470.04,654.89,872.1,1094.03,1253.48,1332.08,1567.95,1913.82,3398.93,3801.53,JUBLFOOD
Receivables,6.41,8.09,9.04,11.87,12.48,15.62,15.08,32.68,19.29,17.92,JUBLFOOD
Inventory,18.42,23.44,32.42,42.29,53.77,58.72,62.59,73.15,92.19,130.47,JUBLFOOD
Cash & Bank,12.06,37.07,22.78,30.37,31.38,32.43,128.53,489.06,639.22,517.46,JUBLFOOD
No. of Equity Shares,65077940.0,65283390.0,65439030.0,65569790.0,65795106.0,65949070.0,65984520.0,131969040.0,131969040.0,131969040.0,JUBLFOOD
New Bonus Shares,,,,,,,,65984520.0,65984520.0,65984520.0,JUBLFOOD
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,JUBLFOOD
