Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,130.49,132.77,177.57,177.74,177.74,193.57,195.32,476.77,476.77,476.77,DEN
Reserves,626.62,680.17,1582.87,1470.94,885.21,639.42,614.87,2156.71,2242.46,2469.39,DEN
Borrowings,255.53,712.75,974.02,929.34,834.6,484.63,529.36,479.19,213.35,,DEN
Other Liabilities,138.31,266.94,292.33,388.75,915.75,893.01,898.7,855.27,759.65,669.24,DEN
Total,1150.95,1792.63,3026.79,2966.77,2813.3,2210.63,2238.25,3967.94,3692.23,3615.4,DEN
Net Block,204.13,500.02,616.55,674.69,887.17,735.09,678.14,517.97,366.26,258.69,DEN
Capital Work in Progress,74.03,53.37,75.21,93.19,115.09,30.76,31.21,7.66,10.65,30.55,DEN
Investments,415.46,568.17,857.63,697.13,622.43,398.63,579.08,2613.4,541.23,2627.54,DEN
Other Assets,457.33,671.07,1477.4,1501.76,1188.61,1046.15,949.82,828.91,2774.09,698.62,DEN
Total,1150.95,1792.63,3026.79,2966.77,2813.3,2210.63,2238.25,3967.94,3692.23,3615.4,DEN
Receivables,119.46,157.04,283.56,327.84,334.75,316.68,379.7,329.2,316.53,277.76,DEN
Inventory,,,,,,,,,,,DEN
Cash & Bank,198.03,191.87,739.37,735.5,450.55,278.11,252.8,163.3,2255.14,255.6,DEN
No. of Equity Shares,130489975.0,132771330.0,178200000.0,178199806.0,178199806.0,194025845.0,195775845.0,477223845.0,477223845.0,477223845.0,DEN
New Bonus Shares,,,,,,,,,,,DEN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,DEN
