Report Date,2012-09-30 00:00:00,2013-09-30 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.37,7.37,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,ISGEC
Reserves,536.93,601.98,640.75,762.41,949.75,1118.15,1215.49,1339.82,1463.16,1667.23,ISGEC
Borrowings,267.72,329.27,394.25,272.1,312.96,109.56,82.27,74.71,353.86,209.02,ISGEC
Other Liabilities,1288.17,1459.54,1518.46,1806.61,2136.42,2129.29,2023.68,2839.67,2608.91,2903.72,ISGEC
Total,2100.19,2398.16,2560.81,2848.47,3406.48,3364.35,3328.79,4261.55,4433.28,4787.32,ISGEC
Net Block,369.92,428.12,414.05,399.44,460.13,464.37,455.48,507.48,518.61,482.61,ISGEC
Capital Work in Progress,45.94,8.21,27.23,10.35,10.35,15.36,29.28,11.23,7.66,8.63,ISGEC
Investments,271.38,333.7,266.88,477.15,693.06,831.27,508.82,324.7,251.29,212.62,ISGEC
Other Assets,1412.95,1628.13,1852.65,1961.53,2242.94,2053.35,2335.21,3418.14,3655.72,4083.46,ISGEC
Total,2100.19,2398.16,2560.81,2848.47,3406.48,3364.35,3328.79,4261.55,4433.28,4787.32,ISGEC
Receivables,690.76,761.5,786.8,926.57,1388.06,1071.09,1107.73,1803.81,1990.44,2359.36,ISGEC
Inventory,444.85,333.12,418.49,404.27,303.19,404.48,466.1,611.13,511.05,475.67,ISGEC
Cash & Bank,77.68,333.29,390.61,371.35,289.64,121.8,207.0,92.06,135.56,121.06,ISGEC
No. of Equity Shares,7369540.0,7369540.0,7352951.0,7352951.0,7352951.0,7352951.0,7352951.0,73529510.0,73529510.0,73529510.0,ISGEC
New Bonus Shares,,,,,,,,,,,ISGEC
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,ISGEC
