Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,36.81,36.81,96.21,96.21,96.21,118.85,118.85,118.85,118.85,118.85,SAKHTISUG
Reserves,559.27,451.04,357.47,296.27,269.63,316.51,139.54,-73.71,-279.44,-396.65,SAKHTISUG
Borrowings,1335.46,1256.13,1081.33,1196.85,1078.95,919.6,918.77,899.67,840.94,917.4,SAKHTISUG
Other Liabilities,369.07,444.03,567.52,585.51,609.88,641.17,681.86,945.7,1152.12,1172.82,SAKHTISUG
Total,2300.61,2188.01,2102.53,2174.84,2054.67,1996.13,1859.02,1890.51,1832.47,1812.42,SAKHTISUG
Net Block,1320.69,1247.68,1159.65,1076.63,1005.1,1353.78,1238.72,1188.67,993.96,956.98,SAKHTISUG
Capital Work in Progress,132.98,148.75,148.93,149.45,149.88,32.16,32.29,,0.2,0.61,SAKHTISUG
Investments,163.05,163.11,163.09,163.09,163.99,191.08,18.49,13.3,16.56,19.63,SAKHTISUG
Other Assets,683.89,628.47,630.86,785.67,735.7,419.11,569.52,688.54,821.75,835.2,SAKHTISUG
Total,2300.61,2188.01,2102.53,2174.84,2054.67,1996.13,1859.02,1890.51,1832.47,1812.42,SAKHTISUG
Receivables,102.99,110.74,45.71,131.36,108.01,22.26,68.53,67.61,9.79,13.24,SAKHTISUG
Inventory,118.99,98.94,130.84,99.51,104.17,108.95,108.5,113.25,67.65,80.34,SAKHTISUG
Cash & Bank,75.79,16.17,6.84,53.75,20.58,18.13,15.92,13.24,8.94,3.82,SAKHTISUG
No. of Equity Shares,36807339.0,36807339.0,96213279.0,96213279.0,96213279.0,118849036.0,118849036.0,118849036.0,118849036.0,118849036.0,SAKHTISUG
New Bonus Shares,,,,,,,,,,,SAKHTISUG
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SAKHTISUG
