Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,14.92,14.92,14.92,14.92,14.92,14.92,14.92,14.92,14.92,14.92,NILKAMAL
Reserves,389.52,414.18,447.82,477.51,570.28,682.21,782.25,869.46,938.66,1038.29,NILKAMAL
Borrowings,361.68,394.1,319.88,207.03,105.0,82.81,92.91,58.72,66.35,46.37,NILKAMAL
Other Liabilities,180.57,204.67,213.65,218.34,247.41,252.93,289.34,277.22,418.59,499.53,NILKAMAL
Total,946.69,1027.87,996.27,917.8,937.61,1032.87,1179.42,1220.32,1438.52,1599.11,NILKAMAL
Net Block,327.22,338.22,332.58,283.68,260.93,256.42,326.68,383.19,543.01,590.66,NILKAMAL
Capital Work in Progress,5.09,4.21,2.15,1.36,4.51,31.99,8.78,13.84,26.94,18.71,NILKAMAL
Investments,25.3,25.3,25.56,25.56,25.62,25.68,25.68,25.72,92.01,86.88,NILKAMAL
Other Assets,589.08,660.14,635.98,607.2,646.55,718.78,818.28,797.57,776.56,902.86,NILKAMAL
Total,946.69,1027.87,996.27,917.8,937.61,1032.87,1179.42,1220.32,1438.52,1599.11,NILKAMAL
Receivables,195.69,229.74,217.55,228.87,257.59,290.02,331.49,298.71,262.28,257.43,NILKAMAL
Inventory,272.91,305.26,300.63,276.67,294.0,326.27,368.6,381.68,368.89,453.05,NILKAMAL
Cash & Bank,20.46,25.43,18.05,8.2,9.52,6.04,11.41,7.25,13.42,67.53,NILKAMAL
No. of Equity Shares,14922525.0,14922525.0,14922525.0,14922525.0,14922525.0,14922525.0,14922525.0,14922525.0,14922525.0,14922525.0,NILKAMAL
New Bonus Shares,,,,,,,,,,,NILKAMAL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NILKAMAL
