Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,110.49,164.86,189.03,251.63,221.17,298.03,367.59,430.9,522.22,554.87,ASTEC
Raw Material Cost,84.98,118.11,142.24,156.56,142.71,179.12,224.22,295.05,333.44,344.6,ASTEC
Change in Inventory,8.24,-3.12,9.72,-2.41,3.82,-0.28,-10.83,15.56,-4.73,2.55,ASTEC
Power and Fuel,5.46,,,13.01,13.83,15.75,17.87,23.8,28.8,25.28,ASTEC
Other Mfr. Exp,2.05,1.0,2.15,2.44,2.82,3.79,4.98,5.0,5.18,6.8,ASTEC
Employee Cost,4.75,7.92,10.0,11.44,14.85,20.46,21.85,25.29,30.11,38.48,ASTEC
Selling and admin,3.49,7.01,8.36,11.41,13.97,13.41,16.65,15.28,21.6,21.93,ASTEC
Other Expenses,1.73,0.59,2.04,2.58,6.06,2.7,2.43,5.63,12.97,8.75,ASTEC
Other Income,0.99,0.4,0.43,-15.19,-0.3,-7.99,12.25,11.1,11.75,7.6,ASTEC
Depreciation,8.48,11.73,14.5,12.0,10.36,13.67,14.67,19.34,23.22,25.71,ASTEC
Interest,5.34,7.03,8.81,12.1,12.49,12.23,10.66,12.38,12.64,4.79,ASTEC
Profit before tax,3.44,8.75,11.08,12.49,7.6,28.63,55.68,55.79,61.28,88.68,ASTEC
Tax,1.03,2.8,2.47,-2.29,7.24,9.53,20.71,20.11,13.81,23.98,ASTEC
Net profit,2.42,5.94,8.62,14.77,0.35,19.09,34.97,35.69,47.47,64.69,ASTEC
