Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,32.99,32.99,32.99,33.0,33.0,33.0,33.0,32.33,32.33,32.33,TRITURBINE
Reserves,32.85,108.4,148.18,202.61,265.7,362.71,413.15,382.6,466.37,560.1,TRITURBINE
Borrowings,36.32,0.81,7.78,1.5,0.76,0.42,0.11,0.05,1.17,0.96,TRITURBINE
Other Liabilities,216.23,254.12,273.8,272.95,274.79,235.16,297.98,307.95,290.44,304.04,TRITURBINE
Total,318.39,396.32,462.75,510.06,574.25,631.29,744.24,722.93,790.31,897.43,TRITURBINE
Net Block,123.63,114.8,107.64,133.63,131.63,231.87,225.62,254.42,246.49,247.69,TRITURBINE
Capital Work in Progress,0.11,0.13,0.26,6.1,32.88,10.3,38.51,5.04,7.24,0.95,TRITURBINE
Investments,15.5,13.0,8.0,14.47,21.0,13.86,18.91,14.85,139.35,277.78,TRITURBINE
Other Assets,179.15,268.39,346.85,355.86,388.74,375.26,461.2,448.62,397.23,371.01,TRITURBINE
Total,318.39,396.32,462.75,510.06,574.25,631.29,744.24,722.93,790.31,897.43,TRITURBINE
Receivables,64.62,117.18,105.74,153.39,132.27,148.94,205.81,172.78,121.03,76.36,TRITURBINE
Inventory,79.11,66.51,111.39,118.73,156.75,147.82,183.44,220.14,176.63,165.56,TRITURBINE
Cash & Bank,11.81,28.52,0.65,4.03,26.91,8.84,5.18,13.04,50.37,85.9,TRITURBINE
No. of Equity Shares,329880150.0,329880150.0,329944550.0,329972150.0,329972150.0,329972150.0,329972150.0,323305484.0,323305484.0,323305484.0,TRITURBINE
New Bonus Shares,,,,,,,,,,,TRITURBINE
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,TRITURBINE
