Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,72.78,713.76,77.65,1299.6,84.43,110.05,92.01,80.98,90.83,1522.27,BAJAJHLDNG
Expenses,30.19,23.74,26.39,33.4,19.41,18.36,21.51,26.47,25.17,21.75,BAJAJHLDNG
Other Income,10.5,10.54,10.5,10.53,15.11,15.29,13.31,19.96,12.9,13.26,BAJAJHLDNG
Depreciation,7.82,7.81,7.82,8.06,7.91,7.91,7.91,7.95,7.92,7.91,BAJAJHLDNG
Interest,2.58,2.58,2.58,4.8,0.95,0.97,0.94,0.94,0.78,0.79,BAJAJHLDNG
Profit before tax,42.69,690.17,51.36,1263.87,71.27,98.1,74.96,65.58,69.86,1505.08,BAJAJHLDNG
Tax,19.85,23.59,20.1,157.68,28.14,27.21,24.14,31.83,21.0,18.67,BAJAJHLDNG
Net profit,22.84,666.58,31.26,1106.19,43.13,70.89,50.82,33.75,48.86,1486.41,BAJAJHLDNG
Operating Profit,42.59,690.02,51.26,1266.2,65.02,91.69,70.5,54.51,65.66,1500.52,BAJAJHLDNG
