Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.16,2.45,4.9,5.05,5.05,17.67,24.02,24.02,24.02,24.02,INFOBEAN
Reserves,8.61,10.54,17.11,22.7,36.03,35.95,81.79,103.71,121.97,158.44,INFOBEAN
Borrowings,0.02,,1.09,0.06,0.11,4.15,0.25,0.19,6.14,8.77,INFOBEAN
Other Liabilities,1.26,1.48,3.17,3.28,5.7,4.82,7.74,5.16,8.46,10.68,INFOBEAN
Total,10.05,14.47,26.27,31.09,46.89,62.59,113.8,133.08,160.59,201.91,INFOBEAN
Net Block,1.81,2.22,6.86,6.11,5.37,4.88,3.75,10.06,11.62,11.55,INFOBEAN
Capital Work in Progress,,,,,1.03,0.21,3.37,,5.78,8.17,INFOBEAN
Investments,2.3,3.18,5.13,6.04,4.97,13.71,39.18,52.8,94.99,109.92,INFOBEAN
Other Assets,5.94,9.07,14.28,18.94,35.52,43.79,67.5,70.22,48.2,72.27,INFOBEAN
Total,10.05,14.47,26.27,31.09,46.89,62.59,113.8,133.08,160.59,201.91,INFOBEAN
Receivables,1.23,2.9,5.08,8.14,14.95,12.61,19.86,21.93,27.21,32.81,INFOBEAN
Inventory,,,,,,1.87,1.81,1.81,0.48,,INFOBEAN
Cash & Bank,2.46,2.14,2.2,3.18,8.78,13.86,25.76,30.91,6.04,19.97,INFOBEAN
No. of Equity Shares,163300.0,2449800.0,4899600.0,5049600.0,5049600.0,17673600.0,24015600.0,24015600.0,24015600.0,24015600.0,INFOBEAN
New Bonus Shares,,228648.0,244980.0,,,,,,,,INFOBEAN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,INFOBEAN
