Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1221.74,1201.13,1352.96,1687.24,1717.67,1411.66,1766.76,2754.9,2585.68,2298.13,RATNAMANI
Raw Material Cost,790.67,751.59,832.69,1173.15,1066.23,918.91,1235.46,1937.29,1750.18,1359.84,RATNAMANI
Change in Inventory,-4.78,11.78,-7.91,55.38,-64.2,38.42,94.77,33.26,53.87,-111.54,RATNAMANI
Power and Fuel,28.91,32.51,30.3,27.36,27.1,21.92,34.32,40.21,39.88,42.78,RATNAMANI
Other Mfr. Exp,67.0,70.06,111.37,110.15,134.61,125.34,179.83,233.83,224.28,194.82,RATNAMANI
Employee Cost,56.8,72.18,78.99,91.61,100.04,97.89,109.25,129.2,145.02,141.01,RATNAMANI
Selling and admin,51.16,36.1,13.12,28.48,22.78,16.15,22.43,22.91,30.75,23.31,RATNAMANI
Other Expenses,29.8,11.24,19.26,12.52,15.61,12.51,14.31,18.17,22.97,25.11,RATNAMANI
Other Income,22.72,16.89,11.11,25.11,15.96,13.86,32.42,41.2,59.3,43.41,RATNAMANI
Depreciation,42.49,42.47,45.86,54.36,56.77,59.7,60.61,62.42,58.51,56.85,RATNAMANI
Interest,16.56,12.14,10.34,9.37,5.99,6.07,9.86,14.77,20.96,22.9,RATNAMANI
Profit before tax,156.29,201.51,214.23,260.73,240.3,205.45,227.88,370.56,406.3,363.38,RATNAMANI
Tax,44.85,65.56,71.41,88.22,75.08,61.16,76.09,117.62,98.81,87.47,RATNAMANI
Net profit,111.44,135.95,142.81,172.51,165.22,144.3,151.79,252.93,307.5,275.9,RATNAMANI
