Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,606.32,798.82,869.54,953.61,936.68,1084.71,1130.8,1357.37,1425.5,800.73,NAVNETEDUL
Raw Material Cost,306.15,428.01,461.42,509.96,408.84,535.0,598.23,728.94,690.76,346.5,NAVNETEDUL
Change in Inventory,6.91,42.53,31.65,49.31,-48.96,8.21,35.62,54.59,-16.14,-38.06,NAVNETEDUL
Power and Fuel,3.04,1.73,2.5,2.88,2.28,3.0,2.99,4.22,4.97,3.28,NAVNETEDUL
Other Mfr. Exp,31.46,47.05,44.45,45.05,41.88,51.78,57.4,68.05,74.16,53.75,NAVNETEDUL
Employee Cost,54.08,62.63,67.83,80.73,90.95,103.63,119.39,133.85,147.81,136.08,NAVNETEDUL
Selling and admin,76.96,92.94,104.32,121.42,117.96,112.38,119.57,147.47,142.7,74.68,NAVNETEDUL
Other Expenses,2.88,15.61,16.71,8.0,17.8,35.42,33.18,40.29,28.98,35.73,NAVNETEDUL
Other Income,5.57,3.37,3.52,3.09,19.08,23.92,29.21,19.38,25.39,14.52,NAVNETEDUL
Depreciation,15.1,20.0,22.01,28.19,26.76,24.99,23.49,24.46,35.29,34.73,NAVNETEDUL
Interest,6.87,10.68,11.77,11.23,4.48,4.66,6.93,13.35,14.94,8.16,NAVNETEDUL
Profit before tax,122.26,166.07,173.7,198.55,195.85,245.98,234.45,270.71,295.14,84.28,NAVNETEDUL
Tax,42.0,55.01,60.52,69.25,69.71,84.35,81.24,93.24,75.79,22.65,NAVNETEDUL
Net profit,80.26,111.06,113.18,129.3,126.14,161.63,153.21,177.47,219.35,61.63,NAVNETEDUL
