Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,61.0,100.08,119.18,121.58,139.25,160.48,186.34,209.78,194.37,90.31,ZEELEARN
Raw Material Cost,18.31,19.9,30.54,37.56,33.12,34.82,35.63,43.28,32.37,7.85,ZEELEARN
Change in Inventory,4.11,-9.78,-4.19,6.31,-2.84,2.72,-4.31,3.8,4.55,-7.04,ZEELEARN
Power and Fuel,0.51,0.31,0.32,0.29,0.46,0.36,0.55,0.62,0.76,0.56,ZEELEARN
Other Mfr. Exp,4.41,6.55,7.03,6.37,5.72,5.67,7.57,11.67,9.44,4.01,ZEELEARN
Employee Cost,25.16,33.14,31.34,25.01,25.16,29.51,28.79,29.57,30.65,24.9,ZEELEARN
Selling and admin,35.26,34.34,33.06,32.25,38.68,39.41,34.27,32.15,22.67,12.45,ZEELEARN
Other Expenses,3.09,4.44,1.99,1.47,1.51,12.76,2.62,2.7,2.57,6.93,ZEELEARN
Other Income,0.78,0.54,2.84,4.73,3.38,13.26,15.25,16.84,23.93,29.84,ZEELEARN
Depreciation,3.02,6.42,6.64,6.8,5.68,3.95,3.12,3.77,8.72,7.72,ZEELEARN
Interest,3.54,5.64,8.23,13.25,14.39,14.64,13.36,19.97,24.52,25.86,ZEELEARN
Profit before tax,-27.41,-19.9,-1.32,9.62,15.07,35.34,71.37,86.69,91.15,22.83,ZEELEARN
Tax,0.17,1.33,,,,-1.11,25.61,24.99,22.54,6.25,ZEELEARN
Net profit,-27.58,-21.22,-1.33,9.62,15.07,36.44,45.76,61.7,68.62,16.59,ZEELEARN
