Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,548.08,578.3,593.23,654.4,657.06,706.69,830.63,940.38,751.96,735.89,NRBBEARING
Raw Material Cost,196.78,222.78,221.94,252.56,273.76,305.15,346.39,422.18,324.36,307.5,NRBBEARING
Change in Inventory,13.88,14.58,-7.17,0.63,-8.26,7.62,-8.93,33.16,-10.36,-9.83,NRBBEARING
Power and Fuel,21.89,26.74,24.23,24.94,26.17,24.28,23.04,30.05,28.52,27.89,NRBBEARING
Other Mfr. Exp,95.69,91.89,83.5,88.05,70.66,81.66,77.56,101.69,88.29,71.99,NRBBEARING
Employee Cost,89.67,94.94,92.48,101.29,115.34,117.54,112.28,116.88,111.03,111.48,NRBBEARING
Selling and admin,40.34,53.53,54.19,53.13,52.08,57.83,73.58,91.82,80.11,77.07,NRBBEARING
Other Expenses,10.05,8.87,8.57,19.68,10.49,25.62,37.3,45.13,36.39,42.49,NRBBEARING
Other Income,3.12,8.66,4.57,5.07,10.15,11.27,11.52,23.34,19.15,12.0,NRBBEARING
Depreciation,27.77,29.97,33.27,28.31,29.14,29.25,27.98,31.86,29.49,26.67,NRBBEARING
Interest,14.01,17.77,17.74,17.95,17.5,16.67,14.78,14.59,20.93,20.86,NRBBEARING
Profit before tax,68.88,55.05,54.71,74.19,63.81,67.58,120.31,142.68,41.63,52.11,NRBBEARING
Tax,20.59,8.01,16.54,22.12,17.83,18.25,38.4,43.91,12.18,8.38,NRBBEARING
Net profit,48.29,47.04,38.18,52.06,45.98,49.33,81.91,98.77,29.45,43.73,NRBBEARING
