Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,8.62,8.61,8.07,8.07,8.07,8.07,12.1,12.1,12.1,12.1,PANAMAPET
Reserves,215.65,223.39,225.91,229.63,247.36,286.25,331.74,360.95,370.39,486.67,PANAMAPET
Borrowings,10.49,21.9,16.78,24.45,28.77,12.8,29.63,104.68,1.7,8.27,PANAMAPET
Other Liabilities,256.87,168.12,188.58,198.27,155.34,268.6,523.77,305.01,236.07,304.5,PANAMAPET
Total,491.63,422.02,439.34,460.42,439.54,575.72,897.24,782.74,620.26,811.54,PANAMAPET
Net Block,57.77,72.97,76.62,76.39,79.46,81.69,91.35,110.09,114.68,124.31,PANAMAPET
Capital Work in Progress,3.45,,,,0.2,4.29,12.28,11.05,17.24,22.4,PANAMAPET
Investments,0.03,27.07,51.89,51.89,54.31,52.88,51.97,51.99,51.93,51.93,PANAMAPET
Other Assets,430.38,321.98,310.83,332.14,305.57,436.86,741.64,609.61,436.41,612.9,PANAMAPET
Total,491.63,422.02,439.34,460.42,439.54,575.72,897.24,782.74,620.26,811.54,PANAMAPET
Receivables,103.89,119.03,133.09,148.65,134.9,176.19,278.56,263.69,190.93,292.83,PANAMAPET
Inventory,148.28,127.86,130.99,152.99,135.49,229.8,394.62,310.7,192.48,259.8,PANAMAPET
Cash & Bank,154.49,54.35,24.14,11.58,10.64,16.38,26.02,5.22,33.61,42.17,PANAMAPET
No. of Equity Shares,8619335.0,8607570.0,8065813.0,40329065.0,40329065.0,40329065.0,60493598.0,60493598.0,60493598.0,60493598.0,PANAMAPET
New Bonus Shares,,,,,,,,,,,PANAMAPET
Face value,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,PANAMAPET
