Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,574.52,596.64,643.0,665.65,817.29,1055.43,1743.72,2760.03,3277.66,3277.66,BANKINDIA
Reserves,20387.27,23321.51,29280.08,30781.09,30196.28,29709.72,33796.93,38921.13,40538.65,42407.93,BANKINDIA
Borrowings,350330.25,417207.17,525401.56,571963.77,564087.66,579437.68,564443.16,565103.52,595257.45,659577.67,BANKINDIA
Other Liabilities,13234.57,11397.95,17738.88,15157.33,14812.7,16106.35,9590.83,18435.28,17920.03,20589.33,BANKINDIA
Total,384526.61,452523.27,573063.52,618567.84,609913.93,626309.18,609574.64,625219.96,656993.79,725852.59,BANKINDIA
Net Block,2722.95,2778.93,5643.5,5772.91,8289.78,8265.32,8107.23,8720.21,8690.37,8550.27,BANKINDIA
Capital Work in Progress,48.64,91.2,142.56,112.62,190.53,196.54,158.06,199.83,291.63,363.86,BANKINDIA
Investments,86753.59,94613.43,114152.44,119792.05,118848.91,127826.86,137111.11,147639.04,158572.99,187252.85,BANKINDIA
Other Assets,295001.43,355039.71,453125.02,492890.26,482584.71,490020.46,464198.24,468660.88,489438.8,529685.61,BANKINDIA
Total,384526.61,452523.27,573063.52,618567.84,609913.93,626309.18,609574.64,625219.96,656993.79,725852.59,BANKINDIA
Receivables,,,,,,,,,,,BANKINDIA
Inventory,,,,,,,,,,,BANKINDIA
Cash & Bank,34711.25,54835.86,61382.29,76403.7,99141.3,95887.95,95882.51,94811.49,86456.31,126580.67,BANKINDIA
No. of Equity Shares,574957470.0,596641427.0,644179213.0,666824715.0,817291564.0,1055434204.0,1743717496.0,2760028522.0,3277662450.0,3277662450.0,BANKINDIA
New Bonus Shares,,,,,,,,,,,BANKINDIA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,BANKINDIA
